solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CPLEX;4Cap20.txt;300;13,14;0;6814,0;2183,0;2182,8026977;200;7110;14120;200;4182;8264;0,0;56249,1;0,0;2112,1565;2346,9;2,19;138;769;11;5;;58;;29
GUROBI;4Cap20.txt;300;23,75;0;17411,0;2183,0;2183,0;10200;20100;34120;200;7110;14120;1322,4;10204,7;1322,4;2091,46774;2423,5;0,0;111;267;106;31;;132;46;7
CBC;4Cap20.txt;300;299,82;1,505681040383292;11221;2191,5;2158,503;10200;20100;34120;200;7110;14120;2103,228;6651,1;2103,228;;;;;;;;;;;
CPLEX;4Cap20.txt;600;13,2;0;6814,0;2183,0;2182,8026977;200;7110;14120;200;4182;8264;0,0;56249,1;0,0;2112,1565;2346,9;2,21;138;769;11;5;;58;;29
GUROBI;4Cap20.txt;600;23,57;0;17411,0;2183,0;2183,0;10200;20100;34120;200;7110;14120;1322,4;10204,7;1322,4;2091,46774;2423,5;0,0;111;267;106;31;;132;46;7
CBC;4Cap20.txt;600;355,44;0;12957;2183,0;2183,0;10200;20100;34120;200;7110;14120;2103,228;6651,1;2103,228;;;;;;;;;;;
CPLEX;4Cap30.txt;120;20,38;0;14948,0;2000,8;2000,6197902;200;7110;14120;200;7110;14120;0,0;77377,2;0,0;1890,0986;2148,2;2,42;220;648;23;20;;81;;29
GUROBI;4Cap30.txt;120;22,2;0;17183,0;2000,8;2000,8;10200;20100;34120;200;7110;14120;1003,36667;9898,0;1003,36667;1866,78733;2242,6;0,0;194;387;19;31;;100;30;2
CBC;4Cap30.txt;120;119,96;5,317947820871648;3785;2000,8;1894,3985;10200;20100;34120;200;7110;14120;1885,0071;6347,8;1885,0071;;;;;;;;;;;
CPLEX;4Cap30.txt;300;20,36;0;14948,0;2000,8;2000,6197902;200;7110;14120;200;7110;14120;0,0;77377,2;0,0;1890,0986;2148,2;2,39;220;648;23;20;;81;;29
GUROBI;4Cap30.txt;300;22,11;0;17183,0;2000,8;2000,8;10200;20100;34120;200;7110;14120;1003,36667;9898,0;1003,36667;1866,78733;2242,6;0,0;194;387;19;31;;100;30;2
CBC;4Cap30.txt;300;184,47;0;5364;2000,8;2000,8;10200;20100;34120;200;7110;14120;1885,0071;6347,8;1885,0071;;;;;;;;;;;
CPLEX;4Cap30.txt;600;20,37;0;14948,0;2000,8;2000,6197902;200;7110;14120;200;7110;14120;0,0;77377,2;0,0;1890,0986;2148,2;2,44;220;648;23;20;;81;;29
GUROBI;4Cap30.txt;600;22,09;0;17183,0;2000,8;2000,8;10200;20100;34120;200;7110;14120;1003,36667;9898,0;1003,36667;1866,78733;2242,6;0,0;194;387;19;31;;100;30;2
CBC;4Cap30.txt;600;183,99;0;5364;2000,8;2000,8;10200;20100;34120;200;7110;14120;1885,0071;6347,8;1885,0071;;;;;;;;;;;
CPLEX;4Cap40.txt;120;19,63;0;10379,0;1977,2;1977,005005;200;7110;14120;200;7110;14120;0,0;98197,9;0,0;1836,651;2158,9;3,14;270;602;20;12;;114;;24
GUROBI;4Cap40.txt;120;35,64;0;29273,0;1977,2;1977,2;10200;20100;34120;200;7110;14120;833,2;9693,7;833,2;1808,41364;2483,8;0,0;254;449;22;37;;113;45;4
CBC;4Cap40.txt;120;119,95;5,898052801942147;2775;1977,2;1860,5837;10200;20100;34120;200;7110;14120;1833,607;6517,4;1833,607;;;;;;;;;;;
CPLEX;4Cap40.txt;300;19,6;0;10379,0;1977,2;1977,005005;200;7110;14120;200;7110;14120;0,0;98197,9;0,0;1836,651;2158,9;3,1;270;602;20;12;;114;;24
GUROBI;4Cap40.txt;300;35,59;0;29273,0;1977,2;1977,2;10200;20100;34120;200;7110;14120;833,2;9693,7;833,2;1808,41364;2483,8;0,0;254;449;22;37;;113;45;4
CBC;4Cap40.txt;300;129,31;0;2890;1977,2;1977,2;10200;20100;34120;200;7110;14120;1833,607;6517,4;1833,607;;;;;;;;;;;
CPLEX;4Cap40.txt;600;19,57;0;10379,0;1977,2;1977,005005;200;7110;14120;200;7110;14120;0,0;98197,9;0,0;1836,651;2158,9;3,08;270;602;20;12;;114;;24
GUROBI;4Cap40.txt;600;35,55;0;29273,0;1977,2;1977,2;10200;20100;34120;200;7110;14120;833,2;9693,7;833,2;1808,41364;2483,8;0,0;254;449;22;37;;113;45;4
CBC;4Cap40.txt;600;129,9;0;2890;1977,2;1977,2;10200;20100;34120;200;7110;14120;1833,607;6517,4;1833,607;;;;;;;;;;;
CPLEX;4Cap50.txt;120;13,97;0;9882,0;1974,0;1973,8213493;200;7110;14120;200;7110;14120;0,0;118310,3;0,0;1825,4334;2145,0;2,78;304;625;13;6;;63;;19
GUROBI;4Cap50.txt;120;25,51;0;21077,0;1974,0;1974,0;10200;20100;34120;200;7110;14120;722,5;9845,1;722,5;1778,34136;2320,6;0,0;290;475;24;39;;116;51;4
CBC;4Cap50.txt;120;120,0;7,610320555021014;3552;1974,7;1824,419;10200;20100;34120;200;7110;14120;1824,419;6295,6;1824,419;;;;;;;;;;;
CPLEX;4Cap50.txt;300;13,91;0;9882,0;1974,0;1973,8213493;200;7110;14120;200;7110;14120;0,0;118310,3;0,0;1825,4334;2145,0;2,67;304;625;13;6;;63;;19
GUROBI;4Cap50.txt;300;25,47;0;21077,0;1974,0;1974,0;10200;20100;34120;200;7110;14120;722,5;9845,1;722,5;1778,34136;2320,6;0,0;290;475;24;39;;116;51;4
CBC;4Cap50.txt;300;231,78;0;7171;1974,0;1974,0;10200;20100;34120;200;7110;14120;1824,419;6295,6;1824,419;;;;;;;;;;;
CPLEX;4Cap50.txt;600;13,91;0;9882,0;1974,0;1973,8213493;200;7110;14120;200;7110;14120;0,0;118310,3;0,0;1825,4334;2145,0;2,72;304;625;13;6;;63;;19
GUROBI;4Cap50.txt;600;25,49;0;21077,0;1974,0;1974,0;10200;20100;34120;200;7110;14120;722,5;9845,1;722,5;1778,34136;2320,6;0,0;290;475;24;39;;116;51;4
CBC;4Cap50.txt;600;231,21;0;7171;1974,0;1974,0;10200;20100;34120;200;7110;14120;1824,419;6295,6;1824,419;;;;;;;;;;;
CPLEX;5Cap10.txt;120;10,83;0;7574,0;2974,5;2974,2193567;200;7053;14006;200;2390;4680;0,0;35754,2;0,0;2941,0292;2989,3;2,51;71;411;13;12;;48;;35
GUROBI;5Cap10.txt;120;10,08;0;10404,0;2974,5;2974,5;10200;20100;34006;200;7053;14006;2274,7;9769,5;2274,7;2913,67862;3076,3;0,0;41;158;106;32;;80;23;12
CBC;5Cap10.txt;120;119,98;1,3175155488317347;6686;2974,5;2935,3105;10200;20100;34006;200;7053;14006;2929,8629;3459,9;2929,8629;;;;;;;;;;;
CPLEX;5Cap10.txt;300;10,77;0;7574,0;2974,5;2974,2193567;200;7053;14006;200;2390;4680;0,0;35754,2;0,0;2941,0292;2989,3;2,47;71;411;13;12;;48;;35
GUROBI;5Cap10.txt;300;10,26;0;10404,0;2974,5;2974,5;10200;20100;34006;200;7053;14006;2274,7;9769,5;2274,7;2913,67862;3076,3;0,0;41;158;106;32;;80;23;12
CBC;5Cap10.txt;300;135,48;0;7326;2974,5;2974,5;10200;20100;34006;200;7053;14006;2929,8629;3459,9;2929,8629;;;;;;;;;;;
CPLEX;5Cap10.txt;600;10,78;0;7574,0;2974,5;2974,2193567;200;7053;14006;200;2390;4680;0,0;35754,2;0,0;2941,0292;2989,3;2,53;71;411;13;12;;48;;35
GUROBI;5Cap10.txt;600;10,09;0;10404,0;2974,5;2974,5;10200;20100;34006;200;7053;14006;2274,7;9769,5;2274,7;2913,67862;3076,3;0,0;41;158;106;32;;80;23;12
CBC;5Cap10.txt;600;135,55;0;7326;2974,5;2974,5;10200;20100;34006;200;7053;14006;2929,8629;3459,9;2929,8629;;;;;;;;;;;
CPLEX;5Cap20.txt;120;13,02;0;6854,0;2176,2;2175,9984719;200;7053;14006;200;4295;8490;0,0;55768,7;0,0;2112,215;2354,1;2,04;159;706;21;8;;60;;37
GUROBI;5Cap20.txt;120;41,33;0;37301,0;2176,2;2176,2;10200;20100;34006;200;7053;14006;1406,3;9275,2;1406,3;2093,53494;2362,2;0,0;109;243;127;27;;154;52;5
CBC;5Cap20.txt;120;119,95;4,601431818181812;5179;2200,0;2098,7685;10200;20100;34006;200;7053;14006;2098,7685;6659,1;2098,7685;;;;;;;;;;;
CPLEX;5Cap20.txt;300;12,99;0;6854,0;2176,2;2175,9984719;200;7053;14006;200;4295;8490;0,0;55768,7;0,0;2112,215;2354,1;2,04;159;706;21;8;;60;;37
GUROBI;5Cap20.txt;300;41,41;0;37301,0;2176,2;2176,2;10200;20100;34006;200;7053;14006;1406,3;9275,2;1406,3;2093,53494;2362,2;0,0;109;243;127;27;;154;52;5
CBC;5Cap20.txt;300;299,88;1,3189359372148202;11756;2191,6;2162,6942;10200;20100;34006;200;7053;14006;2098,7685;6659,1;2098,7685;;;;;;;;;;;
CPLEX;5Cap20.txt;600;12,99;0;6854,0;2176,2;2175,9984719;200;7053;14006;200;4295;8490;0,0;55768,7;0,0;2112,215;2354,1;2,05;159;706;21;8;;60;;37
GUROBI;5Cap20.txt;600;41,36;0;37301,0;2176,2;2176,2;10200;20100;34006;200;7053;14006;1406,3;9275,2;1406,3;2093,53494;2362,2;0,0;109;243;127;27;;154;52;5
CBC;5Cap20.txt;600;355,01;0;13539;2176,2;2176,2;10200;20100;34006;200;7053;14006;2098,7685;6659,1;2098,7685;;;;;;;;;;;
CPLEX;5Cap30.txt;120;17,27;0;12895,0;1942,8;1942,6065725;200;7053;14006;200;7053;14006;0,0;75187,2;0,0;1842,955;2126,1;2,95;219;672;17;10;;82;;18
GUROBI;5Cap30.txt;120;19,14;0;11297,0;1942,8;1942,8;10200;20100;34006;200;7053;14006;1074,03333;9308,1;1074,03333;1820,76894;2419,7;0,0;194;361;28;22;;100;44;6
CBC;5Cap30.txt;120;120,05;7,642528273435535;4129;1989,5;1837,4519;10200;20100;34006;200;7053;14006;1837,4519;5970,0;1837,4519;;;;;;;;;;;
CPLEX;5Cap30.txt;300;17,45;0;12895,0;1942,8;1942,6065725;200;7053;14006;200;7053;14006;0,0;75187,2;0,0;1842,955;2126,1;2,96;219;672;17;10;;82;;18
GUROBI;5Cap30.txt;300;19,22;0;11297,0;1942,8;1942,8;10200;20100;34006;200;7053;14006;1074,03333;9308,1;1074,03333;1820,76894;2419,7;0,0;194;361;28;22;;100;44;6
CBC;5Cap30.txt;300;299,95;7,642528273435535;11057;1989,5;1837,4519;10200;20100;34006;200;7053;14006;1837,4519;5970,0;1837,4519;;;;;;;;;;;
CPLEX;5Cap30.txt;600;17,51;0;12895,0;1942,8;1942,6065725;200;7053;14006;200;7053;14006;0,0;75187,2;0,0;1842,955;2126,1;3,03;219;672;17;10;;82;;18
GUROBI;5Cap30.txt;600;19,13;0;11297,0;1942,8;1942,8;10200;20100;34006;200;7053;14006;1074,03333;9308,1;1074,03333;1820,76894;2419,7;0,0;194;361;28;22;;100;44;6
CBC;5Cap30.txt;600;447,95;0;14177;1942,8;1942,8;10200;20100;34006;200;7053;14006;1837,4519;5970,0;1837,4519;;;;;;;;;;;
CPLEX;5Cap40.txt;120;16,48;0;8492,0;1869,4;1869,2233288;200;7053;14006;200;7053;14006;0,0;95615,5;0,0;1763,1862;2066,2;3,08;265;616;14;15;;92;;28
GUROBI;5Cap40.txt;120;14,87;0;6936,0;1869,4;1869,4;10200;20100;34006;200;7053;14006;884,0;9469,8;884,0;1742,30262;2340,6;1,0;251;399;14;26;;92;42;4
CBC;5Cap40.txt;120;119,98;8,4414518811058;4454;1924,4;1761,9527;10200;20100;34006;200;7053;14006;1761,9527;5936,2;1761,9527;;;;;;;;;;;
CPLEX;5Cap40.txt;300;16,49;0;8492,0;1869,4;1869,2233288;200;7053;14006;200;7053;14006;0,0;95615,5;0,0;1763,1862;2066,2;3,05;265;616;14;15;;92;;28
GUROBI;5Cap40.txt;300;14,85;0;6936,0;1869,4;1869,4;10200;20100;34006;200;7053;14006;884,0;9469,8;884,0;1742,30262;2340,6;1,0;251;399;14;26;;92;42;4
CBC;5Cap40.txt;300;299,9;3,4481891084438394;11202;1907,9;1842,112;10200;20100;34006;200;7053;14006;1761,9527;5936,2;1761,9527;;;;;;;;;;;
CPLEX;5Cap40.txt;600;16,54;0;8492,0;1869,4;1869,2233288;200;7053;14006;200;7053;14006;0,0;95615,5;0,0;1763,1862;2066,2;3,06;265;616;14;15;;92;;28
GUROBI;5Cap40.txt;600;14,87;0;6936,0;1869,4;1869,4;10200;20100;34006;200;7053;14006;884,0;9469,8;884,0;1742,30262;2340,6;1,0;251;399;14;26;;92;42;4
CBC;5Cap40.txt;600;334,42;0;11756;1869,4;1869,4;10200;20100;34006;200;7053;14006;1761,9527;5936,2;1761,9527;;;;;;;;;;;
CPLEX;5Cap50.txt;120;12,11;0;5953,0;1860,2;1860,0774611;200;7053;14006;200;6572;13044;0,0;117960,2;0,0;1748,6233;2036,0;3,62;310;619;10;8;;71;;18
GUROBI;5Cap50.txt;120;17,26;0;8995,0;1860,2;1860,2;10200;20100;34006;200;7053;14006;762,3;9428,4;762,3;1729,8503;1919,2;1,0;279;366;79;23;;139;58;3
CBC;5Cap50.txt;120;91,4;0;2476;1860,2;1860,2;10200;20100;34006;200;7053;14006;1748,3723;6386,6;1748,3723;;;;;;;;;;;
CPLEX;5Cap50.txt;300;12,26;0;5953,0;1860,2;1860,0774611;200;7053;14006;200;6572;13044;0,0;117960,2;0,0;1748,6233;2036,0;3,69;310;619;10;8;;71;;18
GUROBI;5Cap50.txt;300;17,23;0;8995,0;1860,2;1860,2;10200;20100;34006;200;7053;14006;762,3;9428,4;762,3;1729,8503;1919,2;1,0;279;366;79;23;;139;58;3
CBC;5Cap50.txt;300;91,52;0;2476;1860,2;1860,2;10200;20100;34006;200;7053;14006;1748,3723;6386,6;1748,3723;;;;;;;;;;;
CPLEX;5Cap50.txt;600;12,3;0;5953,0;1860,2;1860,0774611;200;7053;14006;200;6572;13044;0,0;117960,2;0,0;1748,6233;2036,0;3,79;310;619;10;8;;71;;18
GUROBI;5Cap50.txt;600;17,27;0;8995,0;1860,2;1860,2;10200;20100;34006;200;7053;14006;762,3;9428,4;762,3;1729,8503;1919,2;1,0;279;366;79;23;;139;58;3
CBC;5Cap50.txt;600;91,46;0;2476;1860,2;1860,2;10200;20100;34006;200;7053;14006;1748,3723;6386,6;1748,3723;;;;;;;;;;;
CPLEX;6Cap10.txt;120;9,66;0;7316,0;3040,1;3039,8064043;200;7045;13990;199;2260;4421;0,0;35781,2;0,0;3007,7738;3138,4;1,36;88;388;19;14;;48;;44
GUROBI;6Cap10.txt;120;13,59;0;11451,0;3040,1;3040,1;10200;20100;33990;200;7045;13990;2284,9;10093,5;2284,9;2994,1447;3149,6;0,0;53;166;105;28;;118;30;8
CBC;6Cap10.txt;120;119,98;1,360569119048413;6981;3043,3;3001,8938;10200;20100;33990;200;7045;13990;3001,8938;3674,6;3001,8938;;;;;;;;;;;
CPLEX;6Cap10.txt;300;9,71;0;7316,0;3040,1;3039,8064043;200;7045;13990;199;2260;4421;0,0;35781,2;0,0;3007,7738;3138,4;1,32;88;388;19;14;;48;;44
GUROBI;6Cap10.txt;300;13,6;0;11451,0;3040,1;3040,1;10200;20100;33990;200;7045;13990;2284,9;10093,5;2284,9;2994,1447;3149,6;0,0;53;166;105;28;;118;30;8
CBC;6Cap10.txt;300;140,38;0;8077;3040,1;3040,1;10200;20100;33990;200;7045;13990;3001,8938;3674,6;3001,8938;;;;;;;;;;;
CPLEX;6Cap10.txt;600;9,69;0;7316,0;3040,1;3039,8064043;200;7045;13990;199;2260;4421;0,0;35781,2;0,0;3007,7738;3138,4;1,35;88;388;19;14;;48;;44
GUROBI;6Cap10.txt;600;13,61;0;11451,0;3040,1;3040,1;10200;20100;33990;200;7045;13990;2284,9;10093,5;2284,9;2994,1447;3149,6;0,0;53;166;105;28;;118;30;8
CBC;6Cap10.txt;600;141,3;0;8077;3040,1;3040,1;10200;20100;33990;200;7045;13990;3001,8938;3674,6;3001,8938;;;;;;;;;;;
CPLEX;6Cap20.txt;120;22,28;0;16595,0;2303,1;2302,8699891;200;7045;13990;200;6766;13432;0,0;56392,2;0,0;2217,2109;2502,4;1,89;146;745;13;6;;65;;32
GUROBI;6Cap20.txt;120;90,28;0;74204,0;2303,1;2303,1;10200;20100;33990;200;7045;13990;1449,0;9883,2;1449,0;2195,39113;2464,1;0,0;107;261;147;23;;199;52;10
CBC;6Cap20.txt;120;119,98;5,473723126896603;4953;2339,7;2211,6313;10200;20100;33990;200;7045;13990;2211,6313;6199,2;2211,6313;;;;;;;;;;;
CPLEX;6Cap20.txt;300;22,21;0;16595,0;2303,1;2302,8699891;200;7045;13990;200;6766;13432;0,0;56392,2;0,0;2217,2109;2502,4;1,83;146;745;13;6;;65;;32
GUROBI;6Cap20.txt;300;90,42;0;74204,0;2303,1;2303,1;10200;20100;33990;200;7045;13990;1449,0;9883,2;1449,0;2195,39113;2464,1;0,0;107;261;147;23;;199;52;10
CBC;6Cap20.txt;300;299,88;2,8155960165833163;11701;2339,7;2273,8235;10200;20100;33990;200;7045;13990;2211,6313;6199,2;2211,6313;;;;;;;;;;;
CPLEX;6Cap20.txt;600;22,19;0;16595,0;2303,1;2302,8699891;200;7045;13990;200;6766;13432;0,0;56392,2;0,0;2217,2109;2502,4;1,8;146;745;13;6;;65;;32
GUROBI;6Cap20.txt;600;90,14;0;74204,0;2303,1;2303,1;10200;20100;33990;200;7045;13990;1449,0;9883,2;1449,0;2195,39113;2464,1;0,0;107;261;147;23;;199;52;10
CBC;6Cap20.txt;600;594,94;0;24358;2303,1;2303,1;10200;20100;33990;200;7045;13990;2211,6313;6199,2;2211,6313;;;;;;;;;;;
CPLEX;6Cap30.txt;120;25,32;0;17711,0;2102,1;2101,8964457;200;7045;13990;200;7013;13926;0,0;78239,0;0,0;1996,4286;2243,2;3,35;226;657;16;17;;78;;24
GUROBI;6Cap30.txt;120;31,67;0;17633,0;2102,1;2102,1;10200;20100;33990;200;7045;13990;1108,76667;9790,2;1108,76667;1960,66745;2352,0;0,0;184;436;25;30;;104;31;2
CBC;6Cap30.txt;120;119,96;6,522430213464693;3890;2131,5;1992,4744;10200;20100;33990;200;7045;13990;1992,4744;6281,4;1992,4744;;;;;;;;;;;
CPLEX;6Cap30.txt;300;25,35;0;17711,0;2102,1;2101,8964457;200;7045;13990;200;7013;13926;0,0;78239,0;0,0;1996,4286;2243,2;3,35;226;657;16;17;;78;;24
GUROBI;6Cap30.txt;300;31,65;0;17633,0;2102,1;2102,1;10200;20100;33990;200;7045;13990;1108,76667;9790,2;1108,76667;1960,66745;2352,0;0,0;184;436;25;30;;104;31;2
CBC;6Cap30.txt;300;299,88;6,522430213464693;10822;2131,5;1992,4744;10200;20100;33990;200;7045;13990;1992,4744;6281,4;1992,4744;;;;;;;;;;;
CPLEX;6Cap30.txt;600;25,38;0;17711,0;2102,1;2101,8964457;200;7045;13990;200;7013;13926;0,0;78239,0;0,0;1996,4286;2243,2;3,39;226;657;16;17;;78;;24
GUROBI;6Cap30.txt;600;31,93;0;17633,0;2102,1;2102,1;10200;20100;33990;200;7045;13990;1108,76667;9790,2;1108,76667;1960,66745;2352,0;0,0;184;436;25;30;;104;31;2
CBC;6Cap30.txt;600;491,67;0;15773;2102,1;2102,1;10200;20100;33990;200;7045;13990;1992,4744;6281,4;1992,4744;;;;;;;;;;;
CPLEX;6Cap40.txt;120;21,62;0;13553,0;2045,8;2045,5962212;200;7045;13990;200;7045;13990;0,0;99263,3;0,0;1924,1066;2237,2;3,55;276;578;25;22;;90;;21
GUROBI;6Cap40.txt;120;20,69;0;9702,0;2045,8;2045,8;10200;20100;33990;200;7045;13990;917,3;9762,1;917,3;1889,49247;2380,2;1,0;241;434;22;28;;103;56;6
CBC;6Cap40.txt;120;119,95;7,584191812415907;4415;2081,2;1923,3578;10200;20100;33990;200;7045;13990;1923,3578;5425,6;1923,3578;;;;;;;;;;;
CPLEX;6Cap40.txt;300;21,68;0;13553,0;2045,8;2045,5962212;200;7045;13990;200;7045;13990;0,0;99263,3;0,0;1924,1066;2237,2;3,56;276;578;25;22;;90;;21
GUROBI;6Cap40.txt;300;20,7;0;9702,0;2045,8;2045,8;10200;20100;33990;200;7045;13990;917,3;9762,1;917,3;1889,49247;2380,2;1,0;241;434;22;28;;103;56;6
CBC;6Cap40.txt;300;299,88;6,59230731873148;10567;2059,1;1923,3578;10200;20100;33990;200;7045;13990;1923,3578;5425,6;1923,3578;;;;;;;;;;;
CPLEX;6Cap40.txt;600;21,65;0;13553,0;2045,8;2045,5962212;200;7045;13990;200;7045;13990;0,0;99263,3;0,0;1924,1066;2237,2;3,62;276;578;25;22;;90;;21
GUROBI;6Cap40.txt;600;20,7;0;9702,0;2045,8;2045,8;10200;20100;33990;200;7045;13990;917,3;9762,1;917,3;1889,49247;2380,2;1,0;241;434;22;28;;103;56;6
CBC;6Cap40.txt;600;398,13;0;12871;2045,8;2045,8;10200;20100;33990;200;7045;13990;1923,3578;5425,6;1923,3578;;;;;;;;;;;
CPLEX;6Cap50.txt;120;20,02;0;13071,0;2037,8;2037,6031998;200;7045;13990;200;7045;13990;0,0;118072,8;0,0;1909,0123;2274,8;3,36;327;554;14;12;;83;;26
GUROBI;6Cap50.txt;120;25,99;0;19894,0;2037,8;2037,8;10200;20100;33990;200;7045;13990;791,8;9993,4;791,8;1887,79402;2449,7;0,0;286;464;22;32;;111;52;2
CBC;6Cap50.txt;120;120,0;7,308980523580552;4981;2058,9;1908,4154;10200;20100;33990;200;7045;13990;1908,4154;6492,0;1908,4154;;;;;;;;;;;
CPLEX;6Cap50.txt;300;19,96;0;13071,0;2037,8;2037,6031998;200;7045;13990;200;7045;13990;0,0;118072,8;0,0;1909,0123;2274,8;3,35;327;554;14;12;;83;;26
GUROBI;6Cap50.txt;300;26,04;0;19894,0;2037,8;2037,8;10200;20100;33990;200;7045;13990;791,8;9993,4;791,8;1887,79402;2449,7;0,0;286;464;22;32;;111;52;2
CBC;6Cap50.txt;300;299,97;7,006363902153774;11078;2052,2;1908,4154;10200;20100;33990;200;7045;13990;1908,4154;6492,0;1908,4154;;;;;;;;;;;
CPLEX;6Cap50.txt;600;19,84;0;13071,0;2037,8;2037,6031998;200;7045;13990;200;7045;13990;0,0;118072,8;0,0;1909,0123;2274,8;3,31;327;554;14;12;;83;;26
GUROBI;6Cap50.txt;600;25,97;0;19894,0;2037,8;2037,8;10200;20100;33990;200;7045;13990;791,8;9993,4;791,8;1887,79402;2449,7;0,0;286;464;22;32;;111;52;2
CBC;6Cap50.txt;600;356,96;0;12575;2037,8;2037,8;10200;20100;33990;200;7045;13990;1908,4154;6492,0;1908,4154;;;;;;;;;;;
CPLEX;7Cap10.txt;120;21,59;0;16492,0;3013,7;3013,4005264;200;7133;14166;200;3208;6316;0,0;36343,9;0,0;2965,6235;3091,7;1,55;80;616;12;5;;182;;44
GUROBI;7Cap10.txt;120;48,21;0;39297,0;3013,7;3013,7;10200;20100;34166;200;7133;14166;2238,6;9928,4;2238,6;2945,06572;3136,6;0,0;53;150;175;30;;128;39;8
CBC;7Cap10.txt;120;119,95;2,1958706170875657;6523;3017,4;2951,1418;10200;20100;34166;200;7133;14166;2951,1418;7129,6;2951,1418;;;;;;;;;;;
CPLEX;7Cap10.txt;300;21,61;0;16492,0;3013,7;3013,4005264;200;7133;14166;200;3208;6316;0,0;36343,9;0,0;2965,6235;3091,7;1,57;80;616;12;5;;182;;44
GUROBI;7Cap10.txt;300;48,12;0;39297,0;3013,7;3013,7;10200;20100;34166;200;7133;14166;2238,6;9928,4;2238,6;2945,06572;3136,6;0,0;53;150;175;30;;128;39;8
CBC;7Cap10.txt;300;299,89;0,21566512924311973;14268;3013,7;3007,2005;10200;20100;34166;200;7133;14166;2951,1418;7129,6;2951,1418;;;;;;;;;;;
CPLEX;7Cap10.txt;600;21,64;0;16492,0;3013,7;3013,4005264;200;7133;14166;200;3208;6316;0,0;36343,9;0,0;2965,6235;3091,7;1,57;80;616;12;5;;182;;44
GUROBI;7Cap10.txt;600;48,13;0;39297,0;3013,7;3013,7;10200;20100;34166;200;7133;14166;2238,6;9928,4;2238,6;2945,06572;3136,6;0,0;53;150;175;30;;128;39;8
CBC;7Cap10.txt;600;346,48;0;16836;3013,7;3013,7;10200;20100;34166;200;7133;14166;2951,1418;7129,6;2951,1418;;;;;;;;;;;
CPLEX;7Cap20.txt;120;87,47;0;65889,0;2265,1;2264,8743522;200;7133;14166;200;4288;8476;0,0;55854,5;0,0;2183,9747;2435,2;2,42;153;749;16;12;;62;;30
GUROBI;7Cap20.txt;120;120,01;0,49;84596,0;2265,1;2254,0;10200;20100;34166;200;7133;14166;1424,3;9775,5;1424,3;2163,50299;2545,9;0,0;136;329;125;38;;187;55;8
CBC;7Cap20.txt;120;119,98;4,3668670997191095;6598;2278,4;2178,9053;10200;20100;34166;200;7133;14166;2177,2126;6687,4;2177,2126;;;;;;;;;;;
CPLEX;7Cap20.txt;300;87,53;0;65889,0;2265,1;2264,8743522;200;7133;14166;200;4288;8476;0,0;55854,5;0,0;2183,9747;2435,2;2,38;153;749;16;12;;62;;30
GUROBI;7Cap20.txt;300;130,51;0;99974,0;2265,1;2265,1;10200;20100;34166;200;7133;14166;1424,3;9775,5;1424,3;2163,50299;2545,9;1,0;136;330;126;38;;190;57;8
CBC;7Cap20.txt;300;300,11;2,291239466292147;12230;2278,4;2226,1964;10200;20100;34166;200;7133;14166;2177,2126;6687,4;2177,2126;;;;;;;;;;;
CPLEX;7Cap20.txt;600;87,58;0;65889,0;2265,1;2264,8743522;200;7133;14166;200;4288;8476;0,0;55854,5;0,0;2183,9747;2435,2;2,39;153;749;16;12;;62;;30
GUROBI;7Cap20.txt;600;130,64;0;99974,0;2265,1;2265,1;10200;20100;34166;200;7133;14166;1424,3;9775,5;1424,3;2163,50299;2545,9;0,0;136;330;126;38;;190;57;8
CBC;7Cap20.txt;600;599,83;0,9792724383029309;20951;2265,1;2242,9185;10200;20100;34166;200;7133;14166;2177,2126;6687,4;2177,2126;;;;;;;;;;;
CPLEX;7Cap30.txt;120;52,05;0;37975,0;2041,0;2040,7999831;200;7133;14166;200;7133;14166;0,0;76528,7;0,0;1937,8712;2154,7;4,04;232;620;15;22;;93;;22
GUROBI;7Cap30.txt;120;69,44;0;41494,0;2041,0;2041,0;10200;20100;34166;200;7133;14166;1091,86667;9915,1;1091,86667;1911,04555;2337,5;1,0;230;499;23;34;;111;36;7
CBC;7Cap30.txt;120;119,96;7,219714121258641;3910;2084,8;1934,2834;10200;20100;34166;200;7133;14166;1934,2834;6499,8;1934,2834;;;;;;;;;;;
CPLEX;7Cap30.txt;300;52,11;0;37975,0;2041,0;2040,7999831;200;7133;14166;200;7133;14166;0,0;76528,7;0,0;1937,8712;2154,7;4,06;232;620;15;22;;93;;22
GUROBI;7Cap30.txt;300;69,42;0;41494,0;2041,0;2041,0;10200;20100;34166;200;7133;14166;1091,86667;9915,1;1091,86667;1911,04555;2337,5;1,0;230;499;23;34;;111;36;7
CBC;7Cap30.txt;300;299,66;7,219714121258641;10965;2084,8;1934,2834;10200;20100;34166;200;7133;14166;1934,2834;6499,8;1934,2834;;;;;;;;;;;
