solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CBC;cap132;600;0,28;0;8;77404,40000000072;77404,40000000072;100;2550;5050;100;2549;5049;73233,637;123230,51;73233,637;;;;;;;;;;;;
CPLEX;cap133;120;0,05;0;0,0;82404,4;82404,4;100;2549;5049;100;2549;5049;0,0;83333,2;0,0;82404,4;82404,4;0,05;;;5;2;84;;37;;
GUROBI;cap133;120;0,03;0;1,0;82404,4;82404,4;100;2550;5050;100;2549;5049;75849,1772;3021974,2;75849,1772;82404,4;82404,4;0,0;;;;1;49;;;;
CBC;cap133;120;0,18;0;8;82404,40000000072;82404,40000000072;100;2550;5050;100;2549;5049;78206,407;148322,73;78206,407;;;;;;;;;;;;
CPLEX;cap133;300;0,04;0;0,0;82404,4;82404,4;100;2549;5049;100;2549;5049;0,0;83333,2;0,0;82404,4;82404,4;0,04;;;5;2;84;;37;;
GUROBI;cap133;300;0,03;0;1,0;82404,4;82404,4;100;2550;5050;100;2549;5049;75849,1772;3021974,2;75849,1772;82404,4;82404,4;0,0;;;;1;49;;;;
CBC;cap133;300;0,18;0;8;82404,40000000072;82404,40000000072;100;2550;5050;100;2549;5049;78206,407;148322,73;78206,407;;;;;;;;;;;;
CPLEX;cap133;600;0,04;0;0,0;82404,4;82404,4;100;2549;5049;100;2549;5049;0,0;83333,2;0,0;82404,4;82404,4;0,04;;;5;2;84;;37;;
GUROBI;cap133;600;0,03;0;1,0;82404,4;82404,4;100;2550;5050;100;2549;5049;75849,1772;3021974,2;75849,1772;82404,4;82404,4;0,0;;;;1;49;;;;
CBC;cap133;600;0,16;0;8;82404,40000000072;82404,40000000072;100;2550;5050;100;2549;5049;78206,407;148322,73;78206,407;;;;;;;;;;;;
CPLEX;cap134;120;0,03;0;0,0;89904,4;89904,4;100;2549;5049;100;2549;5049;0,0;90833,2;0,0;89904,4;89904,4;0,03;;;4;2;84;;38;;
GUROBI;cap134;120;0,05;0;1,0;89904,4;89904,4;100;2550;5050;100;2549;5049;83278,2549;3231974,2;83278,2549;89384,211;89904,4;0,0;;;;1;38;;1;;
CBC;cap134;120;0,18;0;8;89904,40000000072;89904,40000000072;100;2550;5050;100;2549;5049;85628,93;185760,56;85628,93;;;;;;;;;;;;
CPLEX;cap134;300;0,03;0;0,0;89904,4;89904,4;100;2549;5049;100;2549;5049;0,0;90833,2;0,0;89904,4;89904,4;0,03;;;4;2;84;;38;;
GUROBI;cap134;300;0,05;0;1,0;89904,4;89904,4;100;2550;5050;100;2549;5049;83278,2549;3231974,2;83278,2549;89384,211;89904,4;0,0;;;;1;38;;1;;
CBC;cap134;300;0,18;0;8;89904,40000000072;89904,40000000072;100;2550;5050;100;2549;5049;85628,93;185760,56;85628,93;;;;;;;;;;;;
CPLEX;cap134;600;0,04;0;0,0;89904,4;89904,4;100;2549;5049;100;2549;5049;0,0;90833,2;0,0;89904,4;89904,4;0,03;;;4;2;84;;38;;
GUROBI;cap134;600;0,05;0;1,0;89904,4;89904,4;100;2550;5050;100;2549;5049;83278,2549;3231974,2;83278,2549;89384,211;89904,4;0,0;;;;1;38;;1;;
CBC;cap134;600;0,19;0;8;89904,40000000072;89904,40000000072;100;2550;5050;100;2549;5049;85628,93;185760,56;85628,93;;;;;;;;;;;;
CPLEX;capa1;120;120,11;5,64;2766,0;12263735,767;11571620,891;1100;100100;200100;1100;100100;200100;0,0;652160000,0;0,0;11557400,0;12273100,0;21,44;8;37;10;5;3670;1;14;;
GUROBI;capa1;120;120,02;5,4687;1273,0;12263735,76694;11593067,65432;1100;100100;200100;1100;100100;200100;10720000,0;208780000,0;10720000,0;11523000,0;12322000,0;23,0;2;38;20;;2997;;2;16;5
CBC;capa1;120;124,07;90,28113173689438;0;112122880,0;10897075,0;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capa1;300;300,08;5,14;6280,0;12263735,767;11633389,573;1100;100100;200100;1100;100100;200100;0,0;652160000,0;0,0;11557400,0;12273100,0;21,59;7;38;10;2;4657;;10;;
GUROBI;capa1;300;300,03;5,3482;4690,0;12263735,76694;11607852,04247;1100;100100;200100;1100;100100;200100;10720000,0;208780000,0;10720000,0;11523000,0;12322000,0;24,0;2;43;27;3;3142;;9;81;10
CBC;capa1;300;299,08;16,290345117849643;2140;13017901,0;10897240,0;1100;100100;200100;1100;100100;200100;10897240,0;112122880,0;10897240,0;;;;;;;;;;;;
CPLEX;capa1;600;600,62;3,89;17541,0;12263735,767;11786816,98;1100;100100;200100;1100;100100;200100;0,0;652160000,0;0,0;11557400,0;12273100,0;21,41;7;39;10;2;5710;;10;;
GUROBI;capa1;600;600,03;3,8927;13473,0;12263735,76694;11786349,07609;1100;100100;200100;1100;100100;200100;10720000,0;208780000,0;10720000,0;11523000,0;12322000,0;23,0;2;47;36;6;3217;;13;107;10
CBC;capa1;600;597,35;15,828478019759674;7887;12946469,0;10897240,0;1100;100100;200100;1100;100100;200100;10897240,0;112122880,0;10897240,0;;;;;;;;;;;;
CPLEX;capa2;120;120,08;8,34;2973,0;10990427,961;10073955,504;1100;100100;200100;1100;100100;200100;0,0;768804000,0;0,0;10044700,0;10990400,0;38,39;3;57;7;;4545;1;6;;
GUROBI;capa2;120;120,07;9,6911;1331,0;11012890,46565;9945617,543718;1100;100100;200100;1100;100100;200100;8813152,49;208780000,0;8813152,49;9557000,57;14975000,0;11,0;2;47;38;5;3667;;18;22;1
CBC;capa2;120;121,22;89,14930792433888;5;81998260,0;8897378,7;1100;100100;200100;1100;100100;200100;8897378,7;81998260,0;8897378,7;;;;;;;;;;;;
CPLEX;capa2;300;300,07;8,21;6667,0;10990427,961;10088235,091;1100;100100;200100;1100;100100;200100;0,0;768804000,0;0,0;10044700,0;10990400,0;38,96;3;59;12;1;5723;;5;;
GUROBI;capa2;300;300,01;8,2861;2278,0;10990427,96122;10079744,95166;1100;100100;200100;1100;100100;200100;8813152,49;208780000,0;8813152,49;9557000,57;14975000,0;11,0;2;61;48;1;4361;;20;90;4
CBC;capa2;300;298,89;19,752097116664142;4215;11087366,0;8897378,7;1100;100100;200100;1100;100100;200100;8897378,7;81998260,0;8897378,7;;;;;;;;;;;;
CPLEX;capa2;600;600,09;7,19;18248,0;10990427,961;10200055,388;1100;100100;200100;1100;100100;200100;0,0;768804000,0;0,0;10044700,0;10990400,0;38,83;3;59;12;1;5723;;5;;
GUROBI;capa2;600;600,02;7,0997;9543,0;10990427,96122;10210139,48583;1100;100100;200100;1100;100100;200100;8813152,49;208780000,0;8813152,49;9557000,57;14975000,0;11,0;2;61;63;1;4437;;24;160;7
CBC;capa2;600;597,25;16,80534583236451;11179;11087366,0;9224095,8;1100;100100;200100;1100;100100;200100;8897378,7;81998260,0;8897378,7;;;;;;;;;;;;
CPLEX;capa3;120;120,07;7,7;4054,0;9891843,2867;9129719,3749;1100;100100;200100;1100;100100;200100;0,0;884040000,0;0,0;9096925,6047;9912867,2388;43,64;8;80;4;;5452;1;1;;6
GUROBI;capa3;120;120,35;17,9154;1366,0;10862589,80372;8916516,841661;1100;100100;200100;1100;100100;200100;7530227,79;208780000,0;7530227,79;8555766,55;15879000,0;11,0;2;53;47;3;4330;;40;23;
CBC;capa3;120;168,69;93,26217030581762;0;112918280,0;7608241,4;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capa3;300;300,09;7,2;8668,0;9891843,2867;9179824,6512;1100;100100;200100;1100;100100;200100;0,0;884040000,0;0,0;9096925,6047;9912867,2388;43,65;9;81;4;;5506;1;5;;8
GUROBI;capa3;300;300,01;7,8583;1753,0;9929207,752887;9148936,363913;1100;100100;200100;1100;100100;200100;7530227,79;208780000,0;7530227,79;8555766,55;15879000,0;12,0;2;83;51;;5238;;24;75;1
CBC;capa3;300;333,37;93,26013812821095;0;112918280,0;7610536,1;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capa3;600;600,09;5,27;18492,0;9891843,2867;9370796,1429;1100;100100;200100;1100;100100;200100;0,0;884040000,0;0,0;9096925,6047;9912867,2388;44,01;9;81;4;;5506;1;5;;8
GUROBI;capa3;600;600,02;4,3366;7057,0;9885287,440183;9456605,805353;1100;100100;200100;1100;100100;200100;7530227,79;208780000,0;7530227,79;8555766,55;15879000,0;11,0;2;88;69;6;5357;;48;205;4
CBC;capa3;600;599,21;27,84907545317247;3432;10548357,0;7610737,1;1100;100100;200100;1100;100100;200100;7610737,1;78201709,0;7610737,1;;;;;;;;;;;;
CPLEX;capa4;120;120,08;3,74;1010,0;8910439,6533;8576780,2439;1100;100100;200100;1100;100100;200100;0,0;999591000,0;0,0;8526153,0426;9169226,404;55,76;6;97;4;7;6530;1;4;;
GUROBI;capa4;120;120,06;19,0735;1384,0;10194517,661;8250070,195809;1100;100100;200100;1100;100100;200100;6602796,91;208780000,0;6602796,91;7921069,17;13560000,0;11,0;2;58;61;2;4836;;41;21;3
CBC;capa4;120;125,49;94,18889020776896;0;114659570,0;6662993,5;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capa4;300;252,61;0;5017,0;8785379,6328;8784628,9918;1100;100100;200100;1100;100100;200100;0,0;999591000,0;0,0;8526153,0426;9169226,404;55,69;4;97;7;2;6544;1;3;;
GUROBI;capa4;300;300,05;2,3982;2024,0;8785379,632791;8574688,913885;1100;100100;200100;1100;100100;200100;6602796,91;208780000,0;6602796,91;7921069,17;13560000,0;11,0;3;84;307;6;5924;;137;235;4
CBC;capa4;300;354,07;94,18456060841672;0;114659570,0;6667957,8;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capa4;600;252,03;0;5017,0;8785379,6328;8784628,9918;1100;100100;200100;1100;100100;200100;0,0;999591000,0;0,0;8526153,0426;9169226,404;55,76;4;97;7;2;6544;1;3;;
GUROBI;capa4;600;311,32;0;2126,0;8785379,632791;8785379,632791;1100;100100;200100;1100;100100;200100;6602796,91;208780000,0;6602796,91;7921069,17;13560000,0;11,0;3;84;307;6;5924;;137;235;4
CBC;capa4;600;597,88;31,596365860568305;5558;9747958,4;6667957,8;1100;100100;200100;1100;100100;200100;6667957,8;81268150,0;6667957,8;;;;;;;;;;;;
CPLEX;capb1;120;120,08;4,74;3868,0;8560120,8552;8154266,7673;1100;100100;200100;1100;100100;200100;0,0;367527000,0;0,0;8148690,3261;8560239,9605;11,3;2;12;7;;2619;2;1;;
GUROBI;capb1;120;120,03;4,1003;1328,0;8498533,88381;8150066,946352;1100;100100;200100;1100;100100;200100;7534339,57;103600000,0;7534339,57;8143056,36;8498949,29;18,0;;13;36;1;1937;;12;20;3
CBC;capb1;120;119,52;32,9441595881538;531;11565871,0;7755592,0;1100;100100;200100;1100;100100;200100;7755592,0;51785919;7755592;;;;;;;;;;;;
CPLEX;capb1;300;300,08;4,74;4633,0;8560120,8552;8154266,7673;1100;100100;200100;1100;100100;200100;0,0;367527000,0;0,0;8148690,3261;8560239,9605;11,33;2;12;4;;2477;2;11;;
GUROBI;capb1;300;300,01;3,4486;6475,0;8498533,88381;8205450,349117;1100;100100;200100;1100;100100;200100;7534339,57;103600000,0;7534339,57;8143056,36;8498949,29;17,0;;14;47;1;1992;;14;60;6
CBC;capb1;300;299,2;15,427353039825805;2147;9170331,4;7755592,0;1100;100100;200100;1100;100100;200100;7755592,0;51785919;7755592;;;;;;;;;;;;
CPLEX;capb1;600;600,08;4,55;14154,0;8560120,8552;8170674,8396;1100;100100;200100;1100;100100;200100;0,0;367527000,0;0,0;8148690,3261;8560239,9605;11,38;2;13;4;;3130;2;11;;
GUROBI;capb1;600;600,01;2,9914;20571,0;8498533,88381;8244310,699543;1100;100100;200100;1100;100100;200100;7534339,57;103600000,0;7534339,57;8143056,36;8498949,29;17,0;;14;57;5;2058;;19;83;7
CBC;capb1;600;599,15;15,427353039825805;6447;9170331,4;7755592,0;1100;100100;200100;1100;100100;200100;7755592,0;51785919;7755592;;;;;;;;;;;;
CPLEX;capb2;120;120,08;2,24;2794,0;7501847,6959;7334081,2387;1100;100100;200100;1100;100100;200100;0,0;424975000,0;0,0;7291459,9391;7533960,0572;21,77;2;18;12;;3479;3;;;
GUROBI;capb2;120;120,01;1,9124;1554,0;7484433,957591;7341301,88096;1100;100100;200100;1100;100100;200100;6445583,33;103600000,0;6445583,33;7281253,45;7575406,47;31,0;1;18;29;7;3416;;3;25;
CBC;capb2;120;119,62;12,570793209887219;1791;7489189,3;6547738,8;1100;100100;200100;1100;100100;200100;6547738,8;34364167,0;6547738,8;;;;;;;;;;;;
CPLEX;capb2;300;300,09;1,84;5405,0;7484862,8321;7347172,3666;1100;100100;200100;1100;100099;200098;0,0;424975000,0;0,0;7291459,9391;7533960,0572;21,44;2;18;12;;4976;;;;1
GUROBI;capb2;300;300,01;1,502;3524,0;7468122,056287;7355952,308846;1100;100100;200100;1100;100100;200100;6445583,33;103600000,0;6445583,33;7281253,45;7575406,47;31,0;1;17;28;;2956;;3;30;2
CBC;capb2;300;299,61;12,570793209887219;5770;7489189,3;6547738,8;1100;100100;200100;1100;100100;200100;6547738,8;34364167,0;6547738,8;;;;;;;;;;;;
CPLEX;capb2;600;600,08;0,54;10123,0;7468122,0563;7427898,2075;1100;100100;200100;1100;100099;200098;0,0;424975000,0;0,0;7291459,9391;7533960,0572;22,12;2;18;12;;5530;;;;1
GUROBI;capb2;600;600,01;0,8024;10476,0;7468122,056287;7408197,439616;1100;100100;200100;1100;100100;200100;6445583,33;103600000,0;6445583,33;7281253,45;7575406,47;31,0;1;18;33;2;3081;;4;62;8
CBC;capb2;600;599,5;12,570793209887219;11054;7489189,3;6547738,8;1100;100100;200100;1100;100100;200100;6547738,8;34364167,0;6547738,8;;;;;;;;;;;;
CPLEX;capb3;120;120,09;3,63;3129,0;6951466,7677;6699440,3051;1100;100100;200100;1100;100100;200100;0,0;487375000,0;0,0;6677714,0543;6998006,6406;23,05;2;19;1;;3422;2;1;;1
GUROBI;capb3;120;120,01;4,2827;1337,0;6992693,577283;6693218,634625;1100;100100;200100;1100;100100;200100;5657931,65;103600000,0;5657931,65;6660308,24;6992693,58;34,0;1;18;36;1;3191;;;12;5
CBC;capb3;120;119,48;20,58162891363096;954;7453934,8;5919793,6;1100;100100;200100;1100;100100;200100;5919793,6;51979192,0;5919793,6;;;;;;;;;;;;
CPLEX;capb3;300;300,1;3,59;6194,0;6950159,9809;6700599,0638;1100;100100;200100;1100;100100;200100;0,0;487375000,0;0,0;6677714,0543;6998006,6406;23,95;2;19;5;;4504;3;4;;1
GUROBI;capb3;300;300,02;3,2405;3557,0;6950134,39627;6724912,92781;1100;100100;200100;1100;100100;200100;5657931,65;103600000,0;5657931,65;6660308,24;6992693,58;34,0;1;18;44;2;3515;;12;40;5
CBC;capb3;300;299,31;17,753744207254677;3211;7197645,1;5919793,6;1100;100100;200100;1100;100100;200100;5919793,6;51979192,0;5919793,6;;;;;;;;;;;;
CPLEX;capb3;600;600,07;2,39;14604,0;6950134,3963;6784140,4498;1100;100100;200100;1100;100100;200100;0,0;487375000,0;0,0;6677714,0543;6998006,6406;23,42;2;19;5;;5524;3;4;;1
GUROBI;capb3;600;600,01;2,5682;11902,0;6950134,39627;6771644,171501;1100;100100;200100;1100;100100;200100;5657931,65;103600000,0;5657931,65;6660308,24;6992693,58;34,0;1;20;46;5;3560;;21;74;10
CBC;capb3;600;599,37;17,753744207254677;7766;7197645,1;5919793,6;1100;100100;200100;1100;100100;200100;5919793,6;51979192,0;5919793,6;;;;;;;;;;;;
CPLEX;capb4;120;120,06;4,27;3986,0;6487195,9128;6210169,7081;1100;100100;200100;1099;99099;198099;0,0;546190000,0;0,0;6176647,834;6646200,2962;28,62;2;18;4;;3662;5;2;;1
GUROBI;capb4;120;120,09;4,2972;1284,0;6487195,912815;6208428,246813;1100;100100;200100;1100;100100;200100;5061979,89;103600000,0;5061979,89;6166905,19;6596784,3;37,0;;4;2;29;852;;2;32;16
CBC;capb4;120;119,63;36,855610067467985;531;8323236,8;5255657,1;1100;100100;200100;1100;100100;200100;5255657,1;52720301,0;5255657,1;;;;;;;;;;;;
CPLEX;capb4;300;300,08;3,37;6003,0;6428802,3837;6212032,9904;1100;100100;200100;1099;99099;198099;0,0;546190000,0;0,0;6176647,834;6646200,2962;28,3;2;18;11;;5679;5;5;;2
GUROBI;capb4;300;300,01;3,0137;3264,0;6428654,68368;6234912,812274;1100;100100;200100;1100;100100;200100;5061979,89;103600000,0;5061979,89;6166905,19;6596784,3;38,0;1;20;30;3;3899;;10;57;5
CBC;capb4;300;299,02;28,04177250482944;3041;7303761,2;5255657,1;1100;100100;200100;1100;100100;200100;5255657,1;52720301,0;5255657,1;;;;;;;;;;;;
CPLEX;capb4;600;595,98;0;14192,0;6428654,6837;6428058,6727;1100;100100;200100;1099;99099;198099;0,0;546190000,0;0,0;6176647,834;6646200,2962;28,63;2;18;11;;5738;5;5;;2
GUROBI;capb4;600;600,02;1,6862;9967,0;6428654,68368;6320255,317621;1100;100100;200100;1100;100100;200100;5061979,89;103600000,0;5061979,89;6166905,19;6596784,3;37,0;1;20;31;4;3934;;13;67;5
CBC;capb4;600;599,73;27,899175234022643;7504;7289316,2;5255657,1;1100;100100;200100;1100;100100;200100;5255657,1;52720301,0;5255657,1;;;;;;;;;;;;
CPLEX;capc1;120;120,12;5,35;3851,0;6071923,0979;5746898,0638;1100;100100;200100;1100;100100;200100;0,0;340846000,0;0,0;5741941,6538;6080764,5319;5,5;;9;7;;1645;1;12;;1
GUROBI;capc1;120;120,01;5,0813;1755,0;6055603,105806;5747896,744479;1100;100100;200100;1100;100100;200100;5477197,5;82678000,0;5477197,5;5740317,95;6055603,11;11,0;;14;29;;1135;1;22;37;3
CBC;capc1;120;119,97;9,22740819658417;1010;6123023,8;5558027,4;1100;100100;200100;1100;100100;200100;5558027,4;30574582,0;5558027,4;;;;;;;;;;;;
CPLEX;capc1;300;300,1;5,05;8402,0;6071923,0979;5765083,0692;1100;100100;200100;1100;100100;200100;0,0;340846000,0;0,0;5741941,6538;6080764,5319;5,5;;11;7;;1987;1;12;;1
GUROBI;capc1;300;300,01;3,5068;15939,0;6055603,105806;5843247,773705;1100;100100;200100;1100;100100;200100;5477197,5;82678000,0;5477197,5;5740317,95;6055603,11;11,0;;14;33;;1174;1;26;68;6
CBC;capc1;300;298,75;9,22740819658417;4460;6123023,8;5558027,4;1100;100100;200100;1100;100100;200100;5558027,4;30574582,0;5558027,4;;;;;;;;;;;;
CPLEX;capc1;600;600,88;3,57;26405,0;6071923,0979;5854939,3541;1100;100100;200100;1100;100100;200100;0,0;340846000,0;0,0;5741941,6538;6080764,5319;5,54;;11;7;;2361;1;12;;1
GUROBI;capc1;600;600,04;3,0168;25405,0;6055603,105806;5872920,06654;1100;100100;200100;1100;100100;200100;5477197,5;82678000,0;5477197,5;5740317,95;6055603,11;11,0;;14;31;;1253;2;25;260;20
CBC;capc1;600;598,69;9,22740819658417;10985;6123023,8;5558027,4;1100;100100;200100;1100;100100;200100;5558027,4;30574582,0;5558027,4;;;;;;;;;;;;
CPLEX;capc2;120;68,47;0;4000,0;5360698,7565;5360167,4692;1100;100100;200100;1100;100100;200100;0,0;383523000,0;0,0;5273134,6513;5370903,7401;8,5;4;26;3;;2948;1;9;;2
GUROBI;capc2;120;35,05;0;483,0;5360698,756506;5360698,756506;1100;100100;200100;1100;100100;200100;4859945,69;82678000,0;4859945,69;5272243,21;5360698,76;19,0;1;28;16;5;2096;;2;15;
CBC;capc2;120;129,05;84,07628245484159;0;31063316,0;4946434,7;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capc2;300;68,38;0;4000,0;5360698,7565;5360167,4692;1100;100100;200100;1100;100100;200100;0,0;383523000,0;0,0;5273134,6513;5370903,7401;8,49;4;26;3;;2948;1;9;;2
GUROBI;capc2;300;35,0;0;483,0;5360698,756506;5360698,756506;1100;100100;200100;1100;100100;200100;4859945,69;82678000,0;4859945,69;5272243,21;5360698,76;18,0;1;28;16;5;2096;;2;15;
CBC;capc2;300;299,54;11,770598293121733;83;5622486,5;4960686,2;1100;100100;200100;1100;100100;200100;4960686,2;15464380,0;4960686,2;;;;;;;;;;;;
CPLEX;capc2;600;68,76;0;4000,0;5360698,7565;5360167,4692;1100;100100;200100;1100;100100;200100;0,0;383523000,0;0,0;5273134,6513;5370903,7401;8,46;4;26;3;;2948;1;9;;2
GUROBI;capc2;600;34,98;0;483,0;5360698,756506;5360698,756506;1100;100100;200100;1100;100100;200100;4859945,69;82678000,0;4859945,69;5272243,21;5360698,76;18,0;1;28;16;5;2096;;2;15;
CBC;capc2;600;599,27;7,461948804137244;4361;5360698,8;4960686,2;1100;100100;200100;1100;100100;200100;4960686,2;15464380,0;4960686,2;;;;;;;;;;;;
CPLEX;capc3;120;43,95;0;1005,0;5044696,0273;5044696,0273;1100;100100;200100;1100;100100;200100;0,0;426379000,0;0,0;4960905,6161;5143002,5283;9,57;7;22;4;7;3331;;1;;
GUROBI;capc3;120;33,52;0;430,0;5044696,027282;5044696,027282;1100;100100;200100;1100;100100;200100;4382593,2;82678000,0;4382593,2;4955216,43;5107694,91;19,0;1;36;17;7;2494;;6;18;
CBC;capc3;120;120,4;85,84024426089218;0;31207943,0;4418968,5;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capc3;300;43,88;0;1005,0;5044696,0273;5044696,0273;1100;100100;200100;1100;100100;200100;0,0;426379000,0;0,0;4960905,6161;5143002,5283;9,45;7;22;4;7;3331;;1;;
GUROBI;capc3;300;33,45;0;430,0;5044696,027282;5044696,027282;1100;100100;200100;1100;100100;200100;4382593,2;82678000,0;4382593,2;4955216,43;5107694,91;19,0;1;36;17;7;2494;;6;18;
CBC;capc3;300;342,97;85,83402885605118;0;31207943,0;4420908,2;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capc3;600;43,6;0;1005,0;5044696,0273;5044696,0273;1100;100100;200100;1100;100100;200100;0,0;426379000,0;0,0;4960905,6161;5143002,5283;9,44;7;22;4;7;3331;;1;;
GUROBI;capc3;600;33,38;0;430,0;5044696,027282;5044696,027282;1100;100100;200100;1100;100100;200100;4382593,2;82678000,0;4382593,2;4955216,43;5107694,91;19,0;1;36;17;7;2494;;6;18;
CBC;capc3;600;617,68;85,7185181990367;0;31207943,0;4456956,7;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capc4;120;120,1;5,14;3893,0;4985349,2812;4729056,7329;1100;100100;200100;1100;100100;200100;0,0;469696000,0;0,0;4712641,8909;4999431,2728;12,9;3;20;4;;2841;2;8;;2
GUROBI;capc4;120;120,0;5,2165;1485,0;4985349,2812;4725290,978434;1100;100100;200100;1100;100100;200100;4000935,75;82678000,0;4000935,75;4701651,61;4992953,23;21,0;;28;22;;2312;;18;22;1
CBC;capc4;120;173,9;87,04799470867194;0;31178562,0;4038249,0;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capc4;300;300,14;4,66;7355,0;4985349,2812;4753159,5406;1100;100100;200100;1100;100100;200100;0,0;469696000,0;0,0;4712641,8909;4999431,2728;13,03;4;22;6;1;4213;2;8;;2
GUROBI;capc4;300;300,03;1,366;10354,0;4976120,673765;4908146,445672;1100;100100;200100;1100;100100;200100;4000935,75;82678000,0;4000935,75;4701651,61;4992953,23;21,0;;29;38;5;2372;;33;75;4
CBC;capc4;300;339,73;87,0429223130945;0;31178562,0;4039830,5;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capc4;600;494,28;0;19556,0;4976120,6738;4975627,1119;1100;100100;200100;1100;100100;200100;0,0;469696000,0;0,0;4712641,8909;4999431,2728;12,93;4;27;6;1;5503;2;8;;2
GUROBI;capc4;600;317,21;0;12127,0;4976120,673765;4976120,673765;1100;100100;200100;1100;100100;200100;4000935,75;82678000,0;4000935,75;4701651,61;4992953,23;21,0;;29;38;5;2372;;33;75;4
CBC;capc4;600;615,79;86,9195070638601;0;31178562,0;4078309,6;1100;100100;200100;1100;100100;200100;;;;;;;;;;;;;;;
