solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CBC;cap131;300;0,31;0;8;72404,40000000072;72404,40000000072;100;2550;5050;100;2549;5049;68419,863;98403,272;68419,863;;;;;;;;;;;;
CPLEX;cap131;600;0,05;0;0,0;72404,4;72404,4;100;2549;5049;100;2549;5049;0,0;73333,2;0,0;72404,4;72404,4;0,04;;;;1;45;;25;;
GUROBI;cap131;600;0,03;0;1,0;72404,4;72404,4;100;2550;5050;100;2549;5049;65943,7402;2741974,2;65943,7402;72404,4;72404,4;0,0;;;;1;49;;;;
CBC;cap131;600;0,3;0;8;72404,40000000072;72404,40000000072;100;2550;5050;100;2549;5049;68419,863;98403,272;68419,863;;;;;;;;;;;;
CPLEX;cap132;120;0,06;0;0,0;77404,4;77404,4;100;2549;5049;100;2549;5049;0,0;78333,2;0,0;77404,4;77404,4;0,05;;;3;2;84;;39;;
GUROBI;cap132;120;0,03;0;1,0;77404,4;77404,4;100;2550;5050;100;2549;5049;70896,4587;2881974,2;70896,4587;77404,4;77404,4;0,0;;;;1;49;;;;
CBC;cap132;120;0,28;0;8;77404,40000000072;77404,40000000072;100;2550;5050;100;2549;5049;73233,637;123230,51;73233,637;;;;;;;;;;;;
CPLEX;cap132;300;0,05;0;0,0;77404,4;77404,4;100;2549;5049;100;2549;5049;0,0;78333,2;0,0;77404,4;77404,4;0,05;;;3;2;84;;39;;
GUROBI;cap132;300;0,03;0;1,0;77404,4;77404,4;100;2550;5050;100;2549;5049;70896,4587;2881974,2;70896,4587;77404,4;77404,4;0,0;;;;1;49;;;;
CBC;cap132;300;0,28;0;8;77404,40000000072;77404,40000000072;100;2550;5050;100;2549;5049;73233,637;123230,51;73233,637;;;;;;;;;;;;
CPLEX;cap132;600;0,06;0;0,0;77404,4;77404,4;100;2549;5049;100;2549;5049;0,0;78333,2;0,0;77404,4;77404,4;0,05;;;3;2;84;;39;;
GUROBI;cap132;600;0,03;0;1,0;77404,4;77404,4;100;2550;5050;100;2549;5049;70896,4587;2881974,2;70896,4587;77404,4;77404,4;0,0;;;;1;49;;;;
