solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
GUROBI;capb1;120;121,72;4,1336;1305,0;8499766,24337;8148420,81872;101100;200100;400100;1100;100100;200100;7534339,57;86143000,0;7534339,57;8141775,12;8654567,59;16,0;1461;268;108;5;;;170;53;
CBC;capb1;120;120,21;83,77584304493169;73;50225941,0;8148735,5;101100;200100;400100;1100;100100;200100;8148735,5;50225941,0;8148735,5;;;;;;;;;;;;
CPLEX;capb1;300;300,1;4,21;3924,0;8509773,9066;8151251,4917;1100;100100;200100;1100;100100;200100;0,0;376575000,0;0,0;8148476,9018;9403392,6747;15,48;1206;461;35;1;;1;159;;1
GUROBI;capb1;300;300,01;3,7016;4158,0;8499766,24337;8185138,722097;101100;200100;400100;1100;100100;200100;7534339,57;86143000,0;7534339,57;8141775,12;8654567,59;16,0;1610;348;181;7;;;193;54;
CBC;capb1;300;300,21;15,59869763185708;1440;9654750,9;8148735,5;101100;200100;400100;1100;100100;200100;8148735,5;50225941,0;8148735,5;;;;;;;;;;;;
CPLEX;capb1;600;600,17;4,12;6079,0;8502461,1357;8151831,7487;1100;100100;200100;1100;100100;200100;0,0;376575000,0;0,0;8148476,9018;9403392,6747;15,42;1209;516;39;1;;1;162;;1
GUROBI;capb1;600;600,04;2,897;18392,0;8499766,24337;8253527,667981;101100;200100;400100;1100;100100;200100;7534339,57;86143000,0;7534339,57;8141775,12;8654567,59;16,0;1677;479;321;8;;;243;77;1
CBC;capb1;600;600,66;12,14533132478973;7524;9275244,7;8148735,5;101100;200100;400100;1100;100100;200100;8148735,5;50225941,0;8148735,5;;;;;;;;;;;;
CPLEX;capb2;120;120,12;1,93;1868,0;7471375,3342;7327286,3559;1100;100100;200100;1100;100100;200100;0,0;436236000,0;0,0;7292550,1723;7489484,3278;30,3;2356;600;11;;;;329;;44
GUROBI;capb2;120;120,13;2,375;1881,0;7469028,54954;7291639,00854;101100;200100;400100;1100;100100;200100;6445583,33;86218000,0;6445583,33;7269455,51;7542895,05;31,0;2083;261;3;6;;;205;52;
CBC;capb2;120;120,27;85,27657507084129;5;49471505,0;7283899,9;101100;200100;400100;1100;100100;200100;7283899,9;49471505,0;7283899,9;;;;;;;;;;;;
CPLEX;capb2;300;300,13;1,72;5711,0;7469603,7263;7341073,5448;1100;100100;200100;1100;99720;199340;0,0;436236000,0;0,0;7292550,1723;7489484,3278;30,26;2401;685;10;;;;153;;11
GUROBI;capb2;300;300,02;1,8191;3287,0;7469007,96317;7333136,253924;101100;200100;400100;1100;100100;200100;6445583,33;86218000,0;6445583,33;7269455,51;7542895,05;31,0;2420;454;255;4;;;317;64;
CBC;capb2;300;300,09;9,817894520004842;1211;8076879,4;7283899,9;101100;200100;400100;1100;100100;200100;7283899,9;49471505,0;7283899,9;;;;;;;;;;;;
CPLEX;capb2;600;600,13;1,07;11089,0;7469430,7325;7389672,6454;1100;100100;200100;1100;99720;199340;0,0;436236000,0;0,0;7292550,1723;7489484,3278;30,44;2663;1817;12;;;;381;;11
GUROBI;capb2;600;600,01;1,0738;9615,0;7469006,33792;7388807,506061;101100;200100;400100;1100;100100;200100;6445583,33;86218000,0;6445583,33;7269455,51;7542895,05;31,0;2455;489;345;4;;;397;69;
CBC;capb2;600;600,31;2,6002832386316226;2579;7478358,4;7283899,9;101100;200100;400100;1100;100100;200100;7283899,9;49471505,0;7283899,9;;;;;;;;;;;;
CPLEX;capb3;120;120,14;4,28;2845,0;6985611,3923;6686457,2961;1100;100100;200100;1100;100100;200100;0,0;495519000,0;0,0;6678307,2806;7866402,1661;32,39;2729;434;17;;;;475;;28
GUROBI;capb3;120;120,11;4,1926;1269,0;6978352,43442;6685774,760648;101100;200100;400100;1100;100100;200100;5657931,65;86333000,0;5657931,65;6651576,84;6984792,58;39,0;1850;166;2;10;;;88;32;
CBC;capb3;120;120,65;86,59003710461691;0;49731547,0;6668982,0;101100;200100;400100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capb3;300;300,17;3,7;5717,0;6951510,9487;6694636,6184;1100;100100;200100;1100;100100;200100;0,0;495519000,0;0,0;6678307,2806;7866402,1661;32,03;2716;471;30;;;;273;;21
GUROBI;capb3;300;300,01;3,7466;2151,0;6950541,6221;6690135,330488;101100;200100;400100;1100;100100;200100;5657931,65;86333000,0;5657931,65;6651576,84;6984792,58;39,0;2943;522;228;5;;;217;54;1
CBC;capb3;300;300,02;86,58889839079407;663;49731547,0;6669548,3;101100;200100;400100;1100;100100;200100;6669548,3;49731547,0;6669548,3;;;;;;;;;;;;
CPLEX;capb3;600;600,15;3,04;18817,0;6951089,4773;6739920,7324;1100;100100;200100;1100;100100;200100;0,0;495519000,0;0,0;6678307,2806;7866402,1661;32,37;3047;1213;35;;;;477;;31
GUROBI;capb3;600;600,01;2,7522;10945,0;6950347,27177;6759058,471618;101100;200100;400100;1100;100100;200100;5657931,65;86333000,0;5657931,65;6651576,84;6984792,58;39,0;3020;713;244;5;;;229;56;3
CBC;capb3;600;600,21;5,118861185339724;1904;7029372,1;6669548,3;101100;200100;400100;1100;100100;200100;6669548,3;49731547,0;6669548,3;;;;;;;;;;;;
CPLEX;capb4;120;120,12;4,32;2103,0;6477332,86;6197645,9893;1100;100100;200100;1100;100100;200100;0,0;553167000,0;0,0;6176929,2179;6727566,7177;42,17;2813;429;18;;;;553;;28
GUROBI;capb4;120;120,09;3,6368;1320,0;6429392,50599;6195569,931588;101100;200100;400100;1100;100100;200100;5061979,89;86263000,0;5061979,89;6159217,72;6472274,49;38,0;1970;147;4;23;;;101;25;
CBC;capb4;120;123,1;87,95147726386922;0;51211704,0;6170253,8;101100;200100;400100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capb4;300;300,11;3,7;4529,0;6455038,4111;6216441,8145;1100;100100;200100;1100;100100;200100;0,0;553167000,0;0,0;6176929,2179;6727566,7177;42,15;3099;748;45;;;;507;;46
GUROBI;capb4;300;300,03;3,4435;2628,0;6429274,72739;6207880,392751;101100;200100;400100;1100;100100;200100;5061979,89;86263000,0;5061979,89;6159217,72;6472274,49;38,0;3375;457;83;14;;;324;39;3
CBC;capb4;300;299,52;87,95095687501437;430;51211704,0;6170520,3;101100;200100;400100;1100;100100;200100;6170520,3;51211704,0;6170520,3;;;;;;;;;;;;
CPLEX;capb4;600;600,13;2,67;15006,0;6454474,0564;6281852,6438;1100;100100;200100;1100;100100;200100;0,0;553167000,0;0,0;6176929,2179;6727566,7177;41,87;3197;1510;48;;;;798;;47
GUROBI;capb4;600;600,02;1,8806;9932,0;6429274,72739;6308368,917131;101100;200100;400100;1100;100100;200100;5061979,89;86263000,0;5061979,89;6159217,72;6472274,49;38,0;3454;581;103;14;;;338;41;3
CBC;capb4;600;600,02;7,444985108148838;1014;6666867,6;6170520,3;101100;200100;400100;1100;100100;200100;6170520,3;51211704,0;6170520,3;;;;;;;;;;;;
CPLEX;capc1;120;120,07;5,37;3983,0;6073341,5132;5747342,2337;1100;100100;200100;1100;100100;200100;0,0;355764000,0;0,0;5744364,1886;6113593,3688;9,83;754;302;29;4;;;132;;21
GUROBI;capc1;120;120,03;5,0878;1310,0;6057940,80422;5749723,524565;101100;200100;400100;1100;100100;200100;5477197,5;65427000,0;5477197,5;5739372,0;6062953,84;10,0;786;248;224;18;;;122;55;
CBC;capc1;120;120,02;13,216756601045255;152;6622087,6;5746862,4;101100;200100;400100;1100;100100;200100;5746862,4;30562574,0;5746862,4;;;;;;;;;;;;
CPLEX;capc1;300;300,09;5,36;4257,0;6073289,9069;5747579,509;1100;100100;200100;1100;100100;200100;0,0;355764000,0;0,0;5744364,1886;6113593,3688;9,81;1031;417;39;4;;;138;;22
GUROBI;capc1;300;300,03;4,0858;7160,0;6057323,11837;5809831,368003;101100;200100;400100;1100;100100;200100;5477197,5;65427000,0;5477197,5;5739372,0;6062953,84;10,0;879;330;350;19;;;153;90;
CBC;capc1;300;299,99;6,540459168106902;1346;6149037,7;5746862,4;101100;200100;400100;1100;100100;200100;5746862,4;30562574,0;5746862,4;;;;;;;;;;;;
CPLEX;capc1;600;600,09;5,04;17697,0;6073289,9069;5766958,9022;1100;100100;200100;1100;100100;200100;0,0;355764000,0;0,0;5744364,1886;6113593,3688;9,86;1034;540;40;4;;;139;;22
GUROBI;capc1;600;600,02;2,8471;26020,0;6057323,11837;5884863,816141;101100;200100;400100;1100;100100;200100;5477197,5;65427000,0;5477197,5;5739372,0;6062953,84;10,0;1019;464;399;20;;;166;108;
CBC;capc1;600;599,81;6,540459168106902;5416;6149037,7;5746862,4;101100;200100;400100;1100;100100;200100;5746862,4;30562574,0;5746862,4;;;;;;;;;;;;
CPLEX;capc2;120;120,08;0,01;4053,0;5361625,0402;5361003,7204;1100;100100;200100;1098;94199;188300;0,0;400377000,0;0,0;5272255,132;5392162,2456;16,16;1505;408;16;;;1;92;;2
GUROBI;capc2;120;84,54;0;8541,0;5361530,62614;5360995,669425;101100;200100;400100;1100;100100;200100;4859945,69;65449000,0;4859945,69;5263964,35;5361977,55;18,0;1659;325;;;;;453;57;
CBC;capc2;120;120,03;82,72130373582276;461;30445984,0;5260669,1;101100;200100;400100;1100;100100;200100;5260669,1;30445984,0;5260669,1;;;;;;;;;;;;
CPLEX;capc2;300;201,72;0;17620,0;5361625,0402;5361088,9456;1100;100100;200100;1098;94199;188300;0,0;400377000,0;0,0;5272255,132;5392162,2456;16,09;1706;806;18;;;1;108;;6
GUROBI;capc2;300;84,36;0;8541,0;5361530,62614;5360995,669425;101100;200100;400100;1100;100100;200100;4859945,69;65449000,0;4859945,69;5263964,35;5361977,55;18,0;1659;325;;;;;453;57;
CBC;capc2;300;300,05;5,9814651200213875;2779;5595353,2;5260669,1;101100;200100;400100;1100;100100;200100;5260669,1;30445984,0;5260669,1;;;;;;;;;;;;
CPLEX;capc2;600;201,8;0;17620,0;5361625,0402;5361088,9456;1100;100100;200100;1098;94199;188300;0,0;400377000,0;0,0;5272255,132;5392162,2456;16,04;1706;806;18;;;1;108;;6
GUROBI;capc2;600;84,51;0;8541,0;5361530,62614;5360995,669425;101100;200100;400100;1100;100100;200100;4859945,69;65449000,0;4859945,69;5263964,35;5361977,55;18,0;1659;325;;;;;453;57;
CBC;capc2;600;600,63;5,980877012499495;9084;5595318,2;5260669,1;101100;200100;400100;1100;100100;200100;5260669,1;30445984,0;5260669,1;;;;;;;;;;;;
CPLEX;capc3;120;120,09;1,29;3915,0;5046146,0644;4980818,3199;1100;100100;200100;1096;93258;186420;0,0;442718000,0;0,0;4960530,0071;5261089,0606;19,35;1755;484;15;1;;1;165;;2
GUROBI;capc3;120;120,01;1,3338;1301,0;5045836,19131;4978533,377457;101100;200100;400100;1100;100100;200100;4382593,2;65165000,0;4382593,2;4955614,62;5086705,34;21,0;1743;294;78;10;;;213;36;
CBC;capc3;120;120,04;84,11776207597678;373;31202507,0;4955656,4;101100;200100;400100;1100;100100;200100;4955656,4;31202507,0;4955656,4;;;;;;;;;;;;
CPLEX;capc3;300;300,11;0,52;11635,0;5045858,7752;5019396,0134;1100;100100;200100;1096;93258;186420;0,0;442718000,0;0,0;4960530,0071;5261089,0606;19,32;1895;1020;21;1;;1;112;;16
GUROBI;capc3;300;300,03;0,0127;30492,0;5045816,39583;5045177,343883;101100;200100;400100;1100;100100;200100;4382593,2;65165000,0;4382593,2;4955614,62;5086705,34;21,0;1791;302;112;10;;;230;73;
CBC;capc3;300;300,04;7,253852371470629;3008;5343247,7;4955656,4;101100;200100;400100;1100;100100;200100;4955656,4;31202507,0;4955656,4;;;;;;;;;;;;
CPLEX;capc3;600;600,11;0,29;33440,0;5045858,7752;5031327,9075;1100;100100;200100;1096;93258;186420;0,0;442718000,0;0,0;4960530,0071;5261089,0606;19,31;1909;1214;21;1;;1;112;;16
GUROBI;capc3;600;589,37;0;79002,0;5045816,39583;5045313,847917;101100;200100;400100;1100;100100;200100;4382593,2;65165000,0;4382593,2;4955614,62;5086705,34;21,0;1791;303;112;10;;;230;106;
CBC;capc3;600;600,81;3,2141402617699955;5792;5120227,7;4955656,4;101100;200100;400100;1100;100100;200100;4955656,4;31202507,0;4955656,4;;;;;;;;;;;;
CPLEX;capc4;120;120,06;5,45;4021,0;4986109,4013;4714132,4603;1100;100100;200100;1100;100100;200100;0,0;487442000,0;0,0;4709104,947;5166197,6392;18,56;1767;552;13;;;1;237;;5
GUROBI;capc4;120;120,16;5,4901;1321,0;4985546,7476;4711833,96788;101100;200100;400100;1100;100100;200100;4000935,75;64791000,0;4000935,75;4703063,18;4985861,51;23,0;2077;259;62;10;;;137;33;
CBC;capc4;120;120,46;84,90184836360586;31;31176658,0;4707099,1;101100;200100;400100;1100;100100;200100;4707099,1;31176658,0;4707099,1;;;;;;;;;;;;
CPLEX;capc4;300;300,1;5,36;4041,0;4985954,4822;4718937,338;1100;100100;200100;1100;100100;200100;0,0;487442000,0;0,0;4709104,947;5166197,6392;18,69;1882;652;20;1;;1;337;;15
GUROBI;capc4;300;300,03;5,0848;11673,0;4985067,33475;4731587,098996;101100;200100;400100;1100;100100;200100;4000935,75;64791000,0;4000935,75;4703063,18;4985861,51;23,0;2116;332;136;10;;;171;66;1
CBC;capc4;300;300,03;84,90184836360586;539;31176658,0;4707099,1;101100;200100;400100;1100;100100;200100;4707099,1;31176658,0;4707099,1;;;;;;;;;;;;
CPLEX;capc4;600;600,13;5,15;4397,0;4985954,4822;4729385,2662;1100;100100;200100;1100;100100;200100;0,0;487442000,0;0,0;4709104,947;5166197,6392;18,55;2012;725;25;1;;1;358;;17
GUROBI;capc4;600;600,35;4,0177;25556,0;4985067,33475;4784783,642861;101100;200100;400100;1100;100100;200100;4000935,75;64791000,0;4000935,75;4703063,18;4985861,51;23,0;2169;457;171;11;;;186;70;1
CBC;capc4;600;600,0;8,893186817100398;1307;5166572,0;4707099,1;101100;200100;400100;1100;100100;200100;4707099,1;31176658,0;4707099,1;;;;;;;;;;;;
