solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CBC;capa3;600;600,97;28,585941547384714;171;12708824,0;9075887,0;101100;200100;400100;1100;100100;200100;9075887,0;110092380,0;9075887,0;;;;;;;;;;;;
CPLEX;capa4;120;120,07;2,54;292,0;8814845,2656;8590796,1294;1100;100100;200100;1100;100100;200100;0,0;1010230000,0;0,0;8534379,3471;8815050,0523;75,53;4709;1057;71;;;;1134;;5
GUROBI;capa4;120;120,09;15,5041;1315,0;9636439,23813;8142400,192909;101100;200100;400100;1100;100100;200100;6602796,91;191070000,0;6602796,91;7876152,74;15059000,0;9,0;3752;493;443;8;;;186;1;1
CBC;capa4;120;127,11;92,5481827667536;0;112005710,0;8346460,8;101100;200100;400100;1100;100100;200100;;;;;;;;;;;;;;;
CPLEX;capa4;300;151,21;0;856,0;8786424,7067;8785601,0816;1100;100100;200100;1100;100100;200100;0,0;1010230000,0;0,0;8534379,3471;8815050,0523;75,87;4709;1057;71;;;;1134;;5
GUROBI;capa4;300;300,02;5,2159;2222,0;8913218,22703;8448317,968934;101100;200100;400100;1100;100100;200100;6602796,91;191070000,0;6602796,91;7876152,74;15059000,0;9,0;4628;775;494;7;;;264;2;1
CBC;capa4;300;301,05;92,4137075690159;8;112005710,0;8497080,7;101100;200100;400100;1100;100100;200100;8497080,7;112005710,0;8497080,7;;;;;;;;;;;;
CPLEX;capa4;600;150,25;0;856,0;8786424,7067;8785601,0816;1100;100100;200100;1100;100100;200100;0,0;1010230000,0;0,0;8534379,3471;8815050,0523;75,37;4709;1057;71;;;;1134;;5
GUROBI;capa4;600;327,07;0;3139,0;8786424,7067;8786424,7067;101100;200100;400100;1100;100100;200100;6602796,91;191070000,0;6602796,91;7876152,74;15059000,0;9,0;4769;842;545;7;;;352;2;5
CBC;capa4;600;601,34;3,6561743412784633;165;8819538,4;8497080,7;101100;200100;400100;1100;100100;200100;8497080,7;112005710,0;8497080,7;;;;;;;;;;;;
CPLEX;capb1;120;120,11;4,82;3841,0;8563721,4849;8151172,5643;1100;100100;200100;1100;100100;200100;0,0;376575000,0;0,0;8148476,9018;9403392,6747;15,35;1185;567;29;1;;1;218;;1
