solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_NETWORK;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_NETWORK;cut_info_OUTROS;cut_info_ZERO_HALF
CPLEX;p22;120;0,04;0;0,0;7092,0;7092,0;70;1020;2020;70;1020;2020;0,0;28347,1857;0,0;7092,0;7092,0;0,04;;;;14;;3;;9;;;;14;;72;;3;;9;;;;14;;3;;9;;14;72;;3;;;9;;;14;72;;3;;;9
GUROBI;p22;120;0,03;0;1,0;7091,999999999;7091,999999999;70;1020;2020;70;1020;2020;4893,0;24036,2697;4893,0;7092,0;7092,0;0,0;;;;13;;;;;;;;13;;59;;;;;;;;13;;;;;;13;59;;;;;;;;13;59;;;;;
CBC;p22;120;0,02;0;0;7091,999999999849;7091,999999999849;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p22;300;0,04;0;0,0;7092,0;7092,0;70;1020;2020;70;1020;2020;0,0;28347,1857;0,0;7092,0;7092,0;0,04;;;;14;;3;;9;;;;14;;72;;3;;9;;;;14;;3;;9;;14;72;;3;;;9;;;14;72;;3;;;9
GUROBI;p22;300;0,03;0;1,0;7091,999999999;7091,999999999;70;1020;2020;70;1020;2020;4893,0;24036,2697;4893,0;7092,0;7092,0;0,0;;;;13;;;;;;;;13;;59;;;;;;;;13;;;;;;13;59;;;;;;;;13;59;;;;;
CBC;p22;300;0,03;0;0;7091,999999999849;7091,999999999849;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p22;600;0,04;0;0,0;7092,0;7092,0;70;1020;2020;70;1020;2020;0,0;28347,1857;0,0;7092,0;7092,0;0,04;;;;14;;3;;9;;;;14;;72;;3;;9;;;;14;;3;;9;;14;72;;3;;;9;;;14;72;;3;;;9
GUROBI;p22;600;0,03;0;1,0;7091,999999999;7091,999999999;70;1020;2020;70;1020;2020;4893,0;24036,2697;4893,0;7092,0;7092,0;0,0;;;;13;;;;;;;;13;;59;;;;;;;;13;;;;;;13;59;;;;;;;;13;59;;;;;
CBC;p22;600;0,03;0;0;7091,999999999849;7091,999999999849;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p23;120;0,06;0;0,0;8736,0754717;8736,0754717;70;1020;2020;70;1020;2020;0,0;32347,1857;0,0;8736,0755;8736,0755;0,05;;;;11;;1;;10;;;;11;;83;;1;;10;;;;11;;1;;10;;11;83;;1;;;10;;;11;83;;1;;;10
GUROBI;p23;120;0,06;0;1,0;8736,075471697;8736,075471697;70;1020;2020;70;1020;2020;6035,0;27836,2697;6035,0;8736,07547;8736,07547;0,0;;;2;13;;2;1;;;;2;13;;74;;2;1;;;;2;13;;2;1;;2;13;74;;2;;1;;;2;13;74;;2;;1;
CBC;p23;120;0,07;0;0;8736,075471697957;8736,075471697957;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p23;300;0,05;0;0,0;8736,0754717;8736,0754717;70;1020;2020;70;1020;2020;0,0;32347,1857;0,0;8736,0755;8736,0755;0,05;;;;11;;1;;10;;;;11;;83;;1;;10;;;;11;;1;;10;;11;83;;1;;;10;;;11;83;;1;;;10
GUROBI;p23;300;0,06;0;1,0;8736,075471697;8736,075471697;70;1020;2020;70;1020;2020;6035,0;27836,2697;6035,0;8736,07547;8736,07547;0,0;;;2;13;;2;1;;;;2;13;;74;;2;1;;;;2;13;;2;1;;2;13;74;;2;;1;;;2;13;74;;2;;1;
CBC;p23;300;0,06;0;0;8736,075471697957;8736,075471697957;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p23;600;0,05;0;0,0;8736,0754717;8736,0754717;70;1020;2020;70;1020;2020;0,0;32347,1857;0,0;8736,0755;8736,0755;0,05;;;;11;;1;;10;;;;11;;83;;1;;10;;;;11;;1;;10;;11;83;;1;;;10;;;11;83;;1;;;10
GUROBI;p23;600;0,06;0;1,0;8736,075471697;8736,075471697;70;1020;2020;70;1020;2020;6035,0;27836,2697;6035,0;8736,07547;8736,07547;0,0;;;2;13;;2;1;;;;2;13;;74;;2;1;;;;2;13;;2;1;;2;13;74;;2;;1;;;2;13;74;;2;;1;
CBC;p23;600;0,07;0;0;8736,075471697957;8736,075471697957;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p24;120;0,12;0;16,0;10256,661538;10256,661538;70;1020;2020;70;1020;2020;0,0;36347,1857;0,0;10221,5048;10256,6615;0,11;;;;3;;1;;3;;;;3;;116;;1;;3;;;;3;;1;;3;;3;116;;1;;;3;;;3;116;;1;;;3
GUROBI;p24;120;0,13;0;1,0;10256,66153846;10256,66153846;70;1020;2020;70;1020;2020;7177,0;31636,2697;7177,0;10256,6615;10256,6615;0,0;;1;;8;1;3;;;;1;;8;;41;1;3;;;;1;;8;1;3;;;;8;41;1;3;;;;1;;8;41;1;3;;;
CBC;p24;120;0,22;0;6;10256,66153846145;10256,66153846145;70;1020;2020;70;1020;2020;10201,809;11437,405;10201,809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p24;300;0,11;0;16,0;10256,661538;10256,661538;70;1020;2020;70;1020;2020;0,0;36347,1857;0,0;10221,5048;10256,6615;0,1;;;;3;;1;;3;;;;3;;116;;1;;3;;;;3;;1;;3;;3;116;;1;;;3;;;3;116;;1;;;3
GUROBI;p24;300;0,13;0;1,0;10256,66153846;10256,66153846;70;1020;2020;70;1020;2020;7177,0;31636,2697;7177,0;10256,6615;10256,6615;0,0;;1;;8;1;3;;;;1;;8;;41;1;3;;;;1;;8;1;3;;;;8;41;1;3;;;;1;;8;41;1;3;;;
CBC;p24;300;0,22;0;6;10256,66153846145;10256,66153846145;70;1020;2020;70;1020;2020;10201,809;11437,405;10201,809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p24;600;0,13;0;16,0;10256,661538;10256,661538;70;1020;2020;70;1020;2020;0,0;36347,1857;0,0;10221,5048;10256,6615;0,1;;;;3;;1;;3;;;;3;;116;;1;;3;;;;3;;1;;3;;3;116;;1;;;3;;;3;116;;1;;;3
GUROBI;p24;600;0,13;0;1,0;10256,66153846;10256,66153846;70;1020;2020;70;1020;2020;7177,0;31636,2697;7177,0;10256,6615;10256,6615;0,0;;1;;8;1;3;;;;1;;8;;41;1;3;;;;1;;8;1;3;;;;8;41;1;3;;;;1;;8;41;1;3;;;
CBC;p24;600;0,23;0;6;10256,66153846145;10256,66153846145;70;1020;2020;70;1020;2020;10201,809;11437,405;10201,809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p25;120;0,13;0;0,0;11609,212185;11609,212185;180;4530;9030;180;4530;9030;0,0;102702,3636;0,0;11609,2122;11609,2122;0,13;;;;1;;;;6;;;;1;;164;;;;6;;;;1;;;;6;;1;164;;;;;6;;;1;164;;;;;6
GUROBI;p25;120;0,19;0;1,0;11609,21218487;11609,21218487;180;4530;9030;180;4530;9030;10731,876;100498,744;10731,876;11566,6028;11609,2122;0,0;;;1;3;;;1;;;;1;3;;28;;;1;;;;1;3;;;1;;1;3;28;;;;1;;;1;3;28;;;;1;
CBC;p25;120;0,74;0;16;11609,21218487397;11609,21218487397;180;4530;9030;180;4530;9030;11550,933;12561,655;11550,933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p25;300;0,14;0;0,0;11609,212185;11609,212185;180;4530;9030;180;4530;9030;0,0;102702,3636;0,0;11609,2122;11609,2122;0,13;;;;1;;;;6;;;;1;;164;;;;6;;;;1;;;;6;;1;164;;;;;6;;;1;164;;;;;6
GUROBI;p25;300;0,17;0;1,0;11609,21218487;11609,21218487;180;4530;9030;180;4530;9030;10731,876;100498,744;10731,876;11566,6028;11609,2122;0,0;;;1;3;;;1;;;;1;3;;28;;;1;;;;1;3;;;1;;1;3;28;;;;1;;;1;3;28;;;;1;
CBC;p25;300;0,69;0;16;11609,21218487397;11609,21218487397;180;4530;9030;180;4530;9030;11550,933;12561,655;11550,933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p25;600;0,13;0;0,0;11609,212185;11609,212185;180;4530;9030;180;4530;9030;0,0;102702,3636;0,0;11609,2122;11609,2122;0,13;;;;1;;;;6;;;;1;;164;;;;6;;;;1;;;;6;;1;164;;;;;6;;;1;164;;;;;6
GUROBI;p25;600;0,18;0;1,0;11609,21218487;11609,21218487;180;4530;9030;180;4530;9030;10731,876;100498,744;10731,876;11566,6028;11609,2122;0,0;;;1;3;;;1;;;;1;3;;28;;;1;;;;1;3;;;1;;1;3;28;;;;1;;;1;3;28;;;;1;
CBC;p25;600;0,73;0;16;11609,21218487397;11609,21218487397;180;4530;9030;180;4530;9030;11550,933;12561,655;11550,933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p26;120;0,13;0;0,0;10750,212185;10750,212185;180;4530;9030;180;4530;9030;0,0;99311,3636;0,0;10750,2122;10750,2122;0,12;;;;;;2;;3;;;;;;158;;2;;3;;;;;;2;;3;;;158;;2;;;3;;;;158;;2;;;3
GUROBI;p26;120;0,13;0;1,0;10750,21218487;10749,76195863;180;4530;9030;180;4530;9030;10021,3358;97107,7443;10021,3358;10630,8546;10750,2122;0,0;;;9;1;;4;5;;;;9;1;;158;;4;5;;;;9;1;;4;5;;9;1;158;;4;;5;;;9;1;158;;4;;5;
CBC;p26;120;0,47;0;6;10750,21218487397;10750,21218487397;180;4530;9030;180;4530;9030;10713,181;11092,231;10713,181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p26;300;0,15;0;0,0;10750,212185;10750,212185;180;4530;9030;180;4530;9030;0,0;99311,3636;0,0;10750,2122;10750,2122;0,14;;;;;;2;;3;;;;;;158;;2;;3;;;;;;2;;3;;;158;;2;;;3;;;;158;;2;;;3
GUROBI;p26;300;0,12;0;1,0;10750,21218487;10749,76195863;180;4530;9030;180;4530;9030;10021,3358;97107,7443;10021,3358;10630,8546;10750,2122;0,0;;;9;1;;4;5;;;;9;1;;158;;4;5;;;;9;1;;4;5;;9;1;158;;4;;5;;;9;1;158;;4;;5;
CBC;p26;300;0,44;0;6;10750,21218487397;10750,21218487397;180;4530;9030;180;4530;9030;10713,181;11092,231;10713,181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p26;600;0,12;0;0,0;10750,212185;10750,212185;180;4530;9030;180;4530;9030;0,0;99311,3636;0,0;10750,2122;10750,2122;0,12;;;;;;2;;3;;;;;;158;;2;;3;;;;;;2;;3;;;158;;2;;;3;;;;158;;2;;;3
GUROBI;p26;600;0,12;0;1,0;10750,21218487;10749,76195863;180;4530;9030;180;4530;9030;10021,3358;97107,7443;10021,3358;10630,8546;10750,2122;0,0;;;9;1;;4;5;;;;9;1;;158;;4;5;;;;9;1;;4;5;;9;1;158;;4;;5;;;9;1;158;;4;;5;
CBC;p26;600;0,42;0;6;10750,21218487397;10750,21218487397;180;4530;9030;180;4530;9030;10713,181;11092,231;10713,181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p27;120;0,15;0;0,0;12291,361565;12291,361565;180;4530;9030;180;4530;9030;0,0;105311,3636;0,0;12291,3616;12291,3616;0,15;;;;;;;;3;;;;;;163;;;;3;;;;;;;;3;;;163;;;;;3;;;;163;;;;;3
GUROBI;p27;120;0,3;0;1,0;12291,36156483;12291,36156483;180;4530;9030;180;4530;9030;11347,8848;103107,744;11347,8848;12287,3757;12291,3616;0,0;;;1;;;3;4;;;;1;;;111;;3;4;;;;1;;;3;4;;1;;111;;3;;4;;;1;;111;;3;;4;
CBC;p27;120;1,51;0;50;12291,36156483162;12291,36156483162;180;4530;9030;180;4530;9030;12200,428;13647,528;12200,428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p27;300;0,16;0;0,0;12291,361565;12291,361565;180;4530;9030;180;4530;9030;0,0;105311,3636;0,0;12291,3616;12291,3616;0,15;;;;;;;;3;;;;;;163;;;;3;;;;;;;;3;;;163;;;;;3;;;;163;;;;;3
GUROBI;p27;300;0,24;0;1,0;12291,36156483;12291,36156483;180;4530;9030;180;4530;9030;11347,8848;103107,744;11347,8848;12287,3757;12291,3616;0,0;;;1;;;3;4;;;;1;;;111;;3;4;;;;1;;;3;4;;1;;111;;3;;4;;;1;;111;;3;;4;
CBC;p27;300;1,43;0;50;12291,36156483162;12291,36156483162;180;4530;9030;180;4530;9030;12200,428;13647,528;12200,428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p27;600;0,2;0;0,0;12291,361565;12291,361565;180;4530;9030;180;4530;9030;0,0;105311,3636;0,0;12291,3616;12291,3616;0,2;;;;;;;;3;;;;;;163;;;;3;;;;;;;;3;;;163;;;;;3;;;;163;;;;;3
GUROBI;p27;600;0,25;0;1,0;12291,36156483;12291,36156483;180;4530;9030;180;4530;9030;11347,8848;103107,744;11347,8848;12287,3757;12291,3616;0,0;;;1;;;3;4;;;;1;;;111;;3;4;;;;1;;;3;4;;1;;111;;3;;4;;;1;;111;;3;;4;
CBC;p27;600;1,54;0;50;12291,36156483162;12291,36156483162;180;4530;9030;180;4530;9030;12200,428;13647,528;12200,428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p28;120;0,23;0;0,0;13691,361565;13691,361565;180;4530;9030;180;4530;9030;0,0;111311,3636;0,0;13691,3616;13691,3616;0,23;;;;1;;1;;3;;;;1;;163;;1;;3;;;;1;;1;;3;;1;163;;1;;;3;;;1;163;;1;;;3
GUROBI;p28;120;0,24;0;1,0;13691,36156483;13690,33524904;180;4530;9030;180;4530;9030;12653,685;109107,744;12653,685;13690,3352;13691,3616;0,0;;;1;;;1;6;;;;1;;;113;;1;6;;;;1;;;1;6;;1;;113;;1;;6;;;1;;113;;1;;6;
CBC;p28;120;2,85;0;48;13691,36156483162;13691,36156483162;180;4530;9030;180;4530;9030;13576,022;14091,672;13576,022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p28;300;0,19;0;0,0;13691,361565;13691,361565;180;4530;9030;180;4530;9030;0,0;111311,3636;0,0;13691,3616;13691,3616;0,18;;;;1;;1;;3;;;;1;;163;;1;;3;;;;1;;1;;3;;1;163;;1;;;3;;;1;163;;1;;;3
GUROBI;p28;300;0,24;0;1,0;13691,36156483;13690,33524904;180;4530;9030;180;4530;9030;12653,685;109107,744;12653,685;13690,3352;13691,3616;0,0;;;1;;;1;6;;;;1;;;113;;1;6;;;;1;;;1;6;;1;;113;;1;;6;;;1;;113;;1;;6;
CBC;p28;300;2,86;0;48;13691,36156483162;13691,36156483162;180;4530;9030;180;4530;9030;13576,022;14091,672;13576,022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p28;600;0,16;0;0,0;13691,361565;13691,361565;180;4530;9030;180;4530;9030;0,0;111311,3636;0,0;13691,3616;13691,3616;0,15;;;;1;;1;;3;;;;1;;163;;1;;3;;;;1;;1;;3;;1;163;;1;;;3;;;1;163;;1;;;3
GUROBI;p28;600;0,21;0;1,0;13691,36156483;13690,33524904;180;4530;9030;180;4530;9030;12653,685;109107,744;12653,685;13690,3352;13691,3616;0,0;;;1;;;1;6;;;;1;;;113;;1;6;;;;1;;;1;6;;1;;113;;1;;6;;;1;;113;;1;;6;
CBC;p28;600;2,72;0;48;13691,36156483162;13691,36156483162;180;4530;9030;180;4530;9030;13576,022;14091,672;13576,022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p29;120;0,15;0;0,0;12342,806226;12342,806226;180;4530;9030;180;4530;9030;0,0;105119,55;0,0;12342,8062;12342,8062;0,15;;;;2;;1;;6;;;;2;;148;;1;;6;;;;2;;1;;6;;2;148;;1;;;6;;;2;148;;1;;;6
GUROBI;p29;120;0,34;0;1,0;12342,80622605;12341,98215246;180;4530;9030;180;4530;9030;11720,9567;100498,744;11720,9567;12328,5986;12342,8062;0,0;;;6;2;;13;5;;;;6;2;;64;;13;5;;;;6;2;;13;5;;6;2;64;;13;;5;;;6;2;64;;13;;5;
CBC;p29;120;0,91;0;16;12342,80622605366;12342,80622605366;180;4530;9030;180;4530;9030;12292,779;14260,183;12292,779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p29;300;0,16;0;0,0;12342,806226;12342,806226;180;4530;9030;180;4530;9030;0,0;105119,55;0,0;12342,8062;12342,8062;0,16;;;;2;;1;;6;;;;2;;148;;1;;6;;;;2;;1;;6;;2;148;;1;;;6;;;2;148;;1;;;6
GUROBI;p29;300;0,33;0;1,0;12342,80622605;12341,98215246;180;4530;9030;180;4530;9030;11720,9567;100498,744;11720,9567;12328,5986;12342,8062;0,0;;;6;2;;13;5;;;;6;2;;64;;13;5;;;;6;2;;13;5;;6;2;64;;13;;5;;;6;2;64;;13;;5;
CBC;p29;300;0,85;0;16;12342,80622605366;12342,80622605366;180;4530;9030;180;4530;9030;12292,779;14260,183;12292,779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p29;600;0,16;0;0,0;12342,806226;12342,806226;180;4530;9030;180;4530;9030;0,0;105119,55;0,0;12342,8062;12342,8062;0,15;;;;2;;1;;6;;;;2;;148;;1;;6;;;;2;;1;;6;;2;148;;1;;;6;;;2;148;;1;;;6
GUROBI;p29;600;0,42;0;1,0;12342,80622605;12341,98215246;180;4530;9030;180;4530;9030;11720,9567;100498,744;11720,9567;12328,5986;12342,8062;0,0;;;6;2;;13;5;;;;6;2;;64;;13;5;;;;6;2;;13;5;;6;2;64;;13;;5;;;6;2;64;;13;;5;
CBC;p29;600;0,81;0;16;12342,80622605366;12342,80622605366;180;4530;9030;180;4530;9030;12292,779;14260,183;12292,779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p30;120;0,17;0;0,0;11278,346035;11278,346035;180;4530;9030;180;4530;9030;0,0;101728,55;0,0;11278,346;11278,346;0,17;;;;13;;;;5;;;;13;;165;;;;5;;;;13;;;;5;;13;165;;;;;5;;;13;165;;;;;5
GUROBI;p30;120;0,22;0;108,0;11278,34603519;11278,34603519;180;4530;9030;180;4530;9030;10859,4138;97107,7443;10859,4138;11143,166;11279,4835;0,0;;;;1;;1;7;;;;;1;;124;;1;7;;;;;1;;1;7;;;1;124;;1;2;7;;;;1;124;;1;2;7;
CBC;p30;120;1,8;0;58;11278,3460351937;11278,3460351937;180;4530;9030;180;4530;9030;11100,35;11714,66;11100,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p30;300;0,18;0;0,0;11278,346035;11278,346035;180;4530;9030;180;4530;9030;0,0;101728,55;0,0;11278,346;11278,346;0,17;;;;13;;;;5;;;;13;;165;;;;5;;;;13;;;;5;;13;165;;;;;5;;;13;165;;;;;5
GUROBI;p30;300;0,23;0;108,0;11278,34603519;11278,34603519;180;4530;9030;180;4530;9030;10859,4138;97107,7443;10859,4138;11143,166;11279,4835;0,0;;;;1;;1;7;;;;;1;;124;;1;7;;;;;1;;1;7;;;1;124;;1;2;7;;;;1;124;;1;2;7;
CBC;p30;300;1,77;0;58;11278,3460351937;11278,3460351937;180;4530;9030;180;4530;9030;11100,35;11714,66;11100,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p30;600;0,18;0;0,0;11278,346035;11278,346035;180;4530;9030;180;4530;9030;0,0;101728,55;0,0;11278,346;11278,346;0,17;;;;13;;;;5;;;;13;;165;;;;5;;;;13;;;;5;;13;165;;;;;5;;;13;165;;;;;5
GUROBI;p30;600;0,22;0;108,0;11278,34603519;11278,34603519;180;4530;9030;180;4530;9030;10859,4138;97107,7443;10859,4138;11143,166;11279,4835;0,0;;;;1;;1;7;;;;;1;;124;;1;7;;;;;1;;1;7;;;1;124;;1;2;7;;;;1;124;;1;2;7;
CBC;p30;600;1,8;0;58;11278,3460351937;11278,3460351937;180;4530;9030;180;4530;9030;11100,35;11714,66;11100,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p31;120;0,23;0;0,0;13278,346035;13278,346035;180;4530;9030;180;4530;9030;0,0;107728,55;0,0;13278,346;13278,346;0,22;;;;7;;;;7;;;;7;;192;;;;7;;;;7;;;;7;;7;192;;;;;7;;;7;192;;;;;7
GUROBI;p31;120;0,26;0;38,0;13278,34603519;13278,34603519;180;4530;9030;180;4530;9030;12839,4138;103107,744;12839,4138;13116,722;13279,4835;0,0;;;1;;;1;7;;;;1;;;122;;1;7;;;;1;;;1;7;;1;;122;;1;2;7;;;1;;122;;1;2;7;
CBC;p31;120;1,71;0;62;13278,3460351937;13278,3460351937;180;4530;9030;180;4530;9030;13082,231;14098,248;13082,231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p31;300;0,23;0;0,0;13278,346035;13278,346035;180;4530;9030;180;4530;9030;0,0;107728,55;0,0;13278,346;13278,346;0,22;;;;7;;;;7;;;;7;;192;;;;7;;;;7;;;;7;;7;192;;;;;7;;;7;192;;;;;7
GUROBI;p31;300;0,26;0;38,0;13278,34603519;13278,34603519;180;4530;9030;180;4530;9030;12839,4138;103107,744;12839,4138;13116,722;13279,4835;0,0;;;1;;;1;7;;;;1;;;122;;1;7;;;;1;;;1;7;;1;;122;;1;2;7;;;1;;122;;1;2;7;
CBC;p31;300;1,71;0;62;13278,3460351937;13278,3460351937;180;4530;9030;180;4530;9030;13082,231;14098,248;13082,231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p31;600;0,23;0;0,0;13278,346035;13278,346035;180;4530;9030;180;4530;9030;0,0;107728,55;0,0;13278,346;13278,346;0,23;;;;7;;;;7;;;;7;;192;;;;7;;;;7;;;;7;;7;192;;;;;7;;;7;192;;;;;7
GUROBI;p31;600;0,27;0;38,0;13278,34603519;13278,34603519;180;4530;9030;180;4530;9030;12839,4138;103107,744;12839,4138;13116,722;13279,4835;0,0;;;1;;;1;7;;;;1;;;122;;1;7;;;;1;;;1;7;;1;;122;;1;2;7;;;1;;122;;1;2;7;
CBC;p31;600;1,81;0;62;13278,3460351937;13278,3460351937;180;4530;9030;180;4530;9030;13082,231;14098,248;13082,231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p32;120;0,21;0;0,0;15278,346035;15278,346035;180;4530;9030;180;4530;9030;0,0;113728,55;0,0;15278,346;15278,346;0,2;;;;13;;;;8;;;;13;;167;;;;8;;;;13;;;;8;;13;167;;;;;8;;;13;167;;;;;8
GUROBI;p32;120;0,22;0;52,0;15278,34603519;15278,34603519;180;4530;9030;180;4530;9030;14819,4138;109107,744;14819,4138;15114,7109;15279,4835;0,0;;;;1;;1;6;;;;;1;;121;;1;6;;;;;1;;1;6;;;1;121;;1;1;6;;;;1;121;;1;1;6;
CBC;p32;120;1,93;0;74;15278,3460351937;15278,3460351937;180;4530;9030;180;4530;9030;15062,231;16498,248;15062,231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p32;300;0,22;0;0,0;15278,346035;15278,346035;180;4530;9030;180;4530;9030;0,0;113728,55;0,0;15278,346;15278,346;0,22;;;;13;;;;8;;;;13;;167;;;;8;;;;13;;;;8;;13;167;;;;;8;;;13;167;;;;;8
GUROBI;p32;300;0,23;0;52,0;15278,34603519;15278,34603519;180;4530;9030;180;4530;9030;14819,4138;109107,744;14819,4138;15114,7109;15279,4835;0,0;;;;1;;1;6;;;;;1;;121;;1;6;;;;;1;;1;6;;;1;121;;1;1;6;;;;1;121;;1;1;6;
CBC;p32;300;1,94;0;74;15278,3460351937;15278,3460351937;180;4530;9030;180;4530;9030;15062,231;16498,248;15062,231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p32;600;0,22;0;0,0;15278,346035;15278,346035;180;4530;9030;180;4530;9030;0,0;113728,55;0,0;15278,346;15278,346;0,22;;;;13;;;;8;;;;13;;167;;;;8;;;;13;;;;8;;13;167;;;;;8;;;13;167;;;;;8
GUROBI;p32;600;0,22;0;52,0;15278,34603519;15278,34603519;180;4530;9030;180;4530;9030;14819,4138;109107,744;14819,4138;15114,7109;15279,4835;0,0;;;;1;;1;6;;;;;1;;121;;1;6;;;;;1;;1;6;;;1;121;;1;1;6;;;;1;121;;1;1;6;
CBC;p32;600;1,92;0;74;15278,3460351937;15278,3460351937;180;4530;9030;180;4530;9030;15062,231;16498,248;15062,231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p33;120;0,14;0;0,0;11611,223138;11611,223138;180;4530;9030;180;4530;9030;0,0;103101,5;0,0;11611,2231;11611,2231;0,14;;;2;;;1;;4;;;2;;;185;;1;;4;;;2;;;1;;4;2;;185;;1;;;4;;2;;185;;1;;;4
GUROBI;p33;120;0,12;0;1,0;11611,22313797;11611,22313797;180;4530;9030;180;4530;9030;10774,91;100498,744;10774,91;11550,6552;11611,223138;0,0;;;6;1;;2;6;;;;6;1;;145;;2;6;;;;6;1;;2;6;;6;1;145;;2;1;6;;;6;1;145;;2;1;6;
CBC;p33;120;0,54;0;8;11611,22313797321;11611,22313797321;180;4530;9030;180;4530;9030;11556,997;11673,647;11556,997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
