solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_NETWORK;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_NETWORK;cut_info_OUTROS;cut_info_ZERO_HALF
GUROBI;p10;300;0,02;0;1,0;7609,545454546;7609,545454546;60;510;1010;60;510;1010;6182,0;22641,6372;6182,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBC;p10;300;0,02;0;0;7609,54545454551;7609,54545454551;60;510;1010;60;510;1010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p10;600;0,03;0;0,0;7609,5454545;7609,5454545;60;510;1010;60;510;1010;0,0;23918,9474;0,0;71,0;7609,5455;0,02;;;;9;;;;2;;;;9;;48;;;;2;;;;9;;;;2;;9;48;;;;;2;;;9;48;;;;;2
GUROBI;p10;600;0,02;0;1,0;7609,545454546;7609,545454546;60;510;1010;60;510;1010;6182,0;22641,6372;6182,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBC;p10;600;0,02;0;0;7609,54545454551;7609,54545454551;60;510;1010;60;510;1010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p11;120;0,02;0;0,0;8895,8311688;8895,8311688;60;510;1010;60;510;1010;0,0;25918,9474;0,0;114,0;8895,8312;0,02;;;;8;;;;;;;;8;;48;;;;;;;;8;;;;;;8;48;;;;;;;;8;48;;;;;
GUROBI;p11;120;0,01;0;1,0;8895,831168832;8895,831168832;60;510;1010;60;510;1010;7152,66667;24641,6372;7152,66667;8895,83117;8895,8311688;0,0;;;;9;;;;;;;;9;;50;;;;;;;;9;;;;;;9;50;;;1;;;;;9;50;;;1;;
CBC;p11;120;0,03;0;0;8895,831168831242;8895,831168831242;60;510;1010;60;510;1010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p11;300;0,02;0;0,0;8895,8311688;8895,8311688;60;510;1010;60;510;1010;0,0;25918,9474;0,0;114,0;8895,8312;0,02;;;;8;;;;;;;;8;;48;;;;;;;;8;;;;;;8;48;;;;;;;;8;48;;;;;
GUROBI;p11;300;0,01;0;1,0;8895,831168832;8895,831168832;60;510;1010;60;510;1010;7152,66667;24641,6372;7152,66667;8895,83117;8895,8311688;0,0;;;;9;;;;;;;;9;;50;;;;;;;;9;;;;;;9;50;;;1;;;;;9;50;;;1;;
CBC;p11;300;0,03;0;0;8895,831168831242;8895,831168831242;60;510;1010;60;510;1010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p11;600;0,1;0;0,0;8895,8311688;8895,8311688;60;510;1010;60;510;1010;0,0;25918,9474;0,0;114,0;8895,8312;0,09;;;;8;;;;;;;;8;;48;;;;;;;;8;;;;;;8;48;;;;;;;;8;48;;;;;
GUROBI;p11;600;0,01;0;1,0;8895,831168832;8895,831168832;60;510;1010;60;510;1010;7152,66667;24641,6372;7152,66667;8895,83117;8895,8311688;0,0;;;;9;;;;;;;;9;;50;;;;;;;;9;;;;;;9;50;;;1;;;;;9;50;;;1;;
CBC;p11;600;0,03;0;0;8895,831168831242;8895,831168831242;60;510;1010;60;510;1010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p12;120;0,03;0;0,0;10095,831169;10095,831169;60;510;1010;60;510;1010;0,0;27918,9474;0,0;10095,8312;10095,8312;0,03;;;;4;;;;2;;;;4;;63;;;;2;;;;4;;;;2;;4;63;;;;;2;;;4;63;;;;;2
GUROBI;p12;120;0,02;0;1,0;10095,83116883;10095,83116883;60;510;1010;60;510;1010;8123,33333;26641,6372;8123,33333;10095,8312;10095,8312;0,0;;;2;5;;2;;;;;2;5;;52;;2;;;;;2;5;;2;;;2;5;52;;2;;;;;2;5;52;;2;;;
CBC;p12;120;0,19;0;2;10095,83116883124;10095,83116883124;60;510;1010;60;510;1010;10089,375;10938,606;10089,375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p12;300;0,03;0;0,0;10095,831169;10095,831169;60;510;1010;60;510;1010;0,0;27918,9474;0,0;10095,8312;10095,8312;0,03;;;;4;;;;2;;;;4;;63;;;;2;;;;4;;;;2;;4;63;;;;;2;;;4;63;;;;;2
GUROBI;p12;300;0,02;0;1,0;10095,83116883;10095,83116883;60;510;1010;60;510;1010;8123,33333;26641,6372;8123,33333;10095,8312;10095,8312;0,0;;;2;5;;2;;;;;2;5;;52;;2;;;;;2;5;;2;;;2;5;52;;2;;;;;2;5;52;;2;;;
CBC;p12;300;0,18;0;2;10095,83116883124;10095,83116883124;60;510;1010;60;510;1010;10089,375;10938,606;10089,375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p12;600;0,03;0;0,0;10095,831169;10095,831169;60;510;1010;60;510;1010;0,0;27918,9474;0,0;10095,8312;10095,8312;0,03;;;;4;;;;2;;;;4;;63;;;;2;;;;4;;;;2;;4;63;;;;;2;;;4;63;;;;;2
GUROBI;p12;600;0,02;0;1,0;10095,83116883;10095,83116883;60;510;1010;60;510;1010;8123,33333;26641,6372;8123,33333;10095,8312;10095,8312;0,0;;;2;5;;2;;;;;2;5;;52;;2;;;;;2;5;;2;;;2;5;52;;2;;;;;2;5;52;;2;;;
CBC;p12;600;0,18;0;2;10095,83116883124;10095,83116883124;60;510;1010;60;510;1010;10089,375;10938,606;10089,375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p13;120;0,12;0;0,0;8185,3788435;8185,3788435;70;1020;2020;60;348;685;0,0;30281,2603;0,0;295,0;8185,3788;0,12;;;;9;;;;3;;;;9;;37;;;;3;;;;9;;;;3;;9;37;;;;;3;;;9;37;;;;;3
GUROBI;p13;120;0,06;0;1,0;8185,378843479;8185,378843479;70;1020;2020;70;1020;2020;6365,16609;26773,2697;6365,16609;8141,78138;8185,37884;0,0;;;5;11;;1;1;;;;5;11;;54;;1;1;;;;5;11;;1;1;;5;11;54;;1;;1;;;5;11;54;;1;;1;
CBC;p13;120;0,09;0;4;8185,378843479079;8185,378843479079;70;1020;2020;70;1020;2020;8173,3307;8420,4784;8173,3307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p13;300;0,22;0;0,0;8185,3788435;8185,3788435;70;1020;2020;60;348;685;0,0;30281,2603;0,0;295,0;8185,3788;0,22;;;;9;;;;3;;;;9;;37;;;;3;;;;9;;;;3;;9;37;;;;;3;;;9;37;;;;;3
GUROBI;p13;300;0,06;0;1,0;8185,378843479;8185,378843479;70;1020;2020;70;1020;2020;6365,16609;26773,2697;6365,16609;8141,78138;8185,37884;0,0;;;5;11;;1;1;;;;5;11;;54;;1;1;;;;5;11;;1;1;;5;11;54;;1;;1;;;5;11;54;;1;;1;
CBC;p13;300;0,1;0;4;8185,378843479079;8185,378843479079;70;1020;2020;70;1020;2020;8173,3307;8420,4784;8173,3307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p13;600;0,12;0;0,0;8185,3788435;8185,3788435;70;1020;2020;60;348;685;0,0;30281,2603;0,0;295,0;8185,3788;0,11;;;;9;;;;3;;;;9;;37;;;;3;;;;9;;;;3;;9;37;;;;;3;;;9;37;;;;;3
GUROBI;p13;600;0,06;0;1,0;8185,378843479;8185,378843479;70;1020;2020;70;1020;2020;6365,16609;26773,2697;6365,16609;8141,78138;8185,37884;0,0;;;5;11;;1;1;;;;5;11;;54;;1;1;;;;5;11;;1;1;;5;11;54;;1;;1;;;5;11;54;;1;;1;
CBC;p13;600;0,1;0;4;8185,378843479079;8185,378843479079;70;1020;2020;70;1020;2020;8173,3307;8420,4784;8173,3307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p14;120;0,04;0;0,0;7125,6406744;7125,6406744;70;1020;2020;70;1020;2020;0,0;27429,2603;0,0;7125,6407;7125,6407;0,04;;;;20;;;;2;;;;20;;63;;;;2;;;;20;;;;2;;20;63;;;;;2;;;20;63;;;;;2
GUROBI;p14;120;0,03;0;1,0;7125,640674393;7125,640674393;70;1020;2020;70;1020;2020;5371,06126;24036,2697;5371,06126;7125,64067;7125,64067;0,0;;;5;13;;4;;;;;5;13;;52;;4;;;;;5;13;;4;;;5;13;52;;4;;;;;5;13;52;;4;;;
CBC;p14;120;0,03;0;0;7125,640674393941;7125,640674393941;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p14;300;0,04;0;0,0;7125,6406744;7125,6406744;70;1020;2020;70;1020;2020;0,0;27429,2603;0,0;7125,6407;7125,6407;0,04;;;;20;;;;2;;;;20;;63;;;;2;;;;20;;;;2;;20;63;;;;;2;;;20;63;;;;;2
GUROBI;p14;300;0,03;0;1,0;7125,640674393;7125,640674393;70;1020;2020;70;1020;2020;5371,06126;24036,2697;5371,06126;7125,64067;7125,64067;0,0;;;5;13;;4;;;;;5;13;;52;;4;;;;;5;13;;4;;;5;13;52;;4;;;;;5;13;52;;4;;;
CBC;p14;300;0,03;0;0;7125,640674393941;7125,640674393941;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p14;600;0,04;0;0,0;7125,6406744;7125,6406744;70;1020;2020;70;1020;2020;0,0;27429,2603;0,0;7125,6407;7125,6407;0,04;;;;20;;;;2;;;;20;;63;;;;2;;;;20;;;;2;;20;63;;;;;2;;;20;63;;;;;2
GUROBI;p14;600;0,03;0;1,0;7125,640674393;7125,640674393;70;1020;2020;70;1020;2020;5371,06126;24036,2697;5371,06126;7125,64067;7125,64067;0,0;;;5;13;;4;;;;;5;13;;52;;4;;;;;5;13;;4;;;5;13;52;;4;;;;;5;13;52;;4;;;
CBC;p14;600;0,03;0;0;7125,640674393941;7125,640674393941;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p15;120;0,07;0;0,0;8805,8461538;8805,1522759;70;1020;2020;70;1020;2020;0,0;31429,2603;0,0;8801,9803;8805,8462;;;;;10;;;;3;;;;10;;78;;;;3;;;;10;;;;3;;10;78;;;;;3;;;10;78;;;;;3
GUROBI;p15;120;0,05;0;1,0;8805,846153845;8805,846153845;70;1020;2020;70;1020;2020;6827,1021;27836,2697;6827,1021;8781,21968;8805,8461538;0,0;;;3;12;;6;2;;;;3;12;;61;;6;2;;;;3;12;;6;2;;3;12;61;;6;;2;;;3;12;61;;6;;2;
CBC;p15;120;0,08;0;0;8805,846153846032;8805,846153846032;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p15;300;0,07;0;0,0;8805,8461538;8805,1522759;70;1020;2020;70;1020;2020;0,0;31429,2603;0,0;8801,9803;8805,8462;;;;;10;;;;3;;;;10;;78;;;;3;;;;10;;;;3;;10;78;;;;;3;;;10;78;;;;;3
GUROBI;p15;300;0,05;0;1,0;8805,846153845;8805,846153845;70;1020;2020;70;1020;2020;6827,1021;27836,2697;6827,1021;8781,21968;8805,8461538;0,0;;;3;12;;6;2;;;;3;12;;61;;6;2;;;;3;12;;6;2;;3;12;61;;6;;2;;;3;12;61;;6;;2;
CBC;p15;300;0,08;0;0;8805,846153846032;8805,846153846032;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p15;600;0,07;0;0,0;8805,8461538;8805,1522759;70;1020;2020;70;1020;2020;0,0;31429,2603;0,0;8801,9803;8805,8462;;;;;10;;;;3;;;;10;;78;;;;3;;;;10;;;;3;;10;78;;;;;3;;;10;78;;;;;3
GUROBI;p15;600;0,05;0;1,0;8805,846153845;8805,846153845;70;1020;2020;70;1020;2020;6827,1021;27836,2697;6827,1021;8781,21968;8805,8461538;0,0;;;3;12;;6;2;;;;3;12;;61;;6;2;;;;3;12;;6;2;;3;12;61;;6;;2;;;3;12;61;;6;;2;
CBC;p15;600;0,08;0;0;8805,846153846032;8805,846153846032;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p16;120;0,1;0;0,0;10405,846154;10405,603837;70;1020;2020;70;1020;2020;0,0;35429,2603;0,0;10360,6208;10405,8462;;;;;4;;;;3;;;;4;;95;;;;3;;;;4;;;;3;;4;95;;;;;3;;;4;95;;;;;3
GUROBI;p16;120;0,06;0;1,0;10405,84615385;10405,84615385;70;1020;2020;70;1020;2020;8283,14294;31636,2697;8283,14294;10341,7494;10405,8462;0,0;;;2;6;;4;2;;;;2;6;;64;;4;2;;;;2;6;;4;2;;2;6;64;;4;;2;;;2;6;64;;4;;2;
CBC;p16;120;0,36;0;24;10405,84615384603;10405,84615384603;70;1020;2020;70;1020;2020;10370,802;12529,817;10370,802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p16;300;0,1;0;0,0;10405,846154;10405,603837;70;1020;2020;70;1020;2020;0,0;35429,2603;0,0;10360,6208;10405,8462;;;;;4;;;;3;;;;4;;95;;;;3;;;;4;;;;3;;4;95;;;;;3;;;4;95;;;;;3
GUROBI;p16;300;0,06;0;1,0;10405,84615385;10405,84615385;70;1020;2020;70;1020;2020;8283,14294;31636,2697;8283,14294;10341,7494;10405,8462;0,0;;;2;6;;4;2;;;;2;6;;64;;4;2;;;;2;6;;4;2;;2;6;64;;4;;2;;;2;6;64;;4;;2;
CBC;p16;300;0,36;0;24;10405,84615384603;10405,84615384603;70;1020;2020;70;1020;2020;10370,802;12529,817;10370,802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p16;600;0,1;0;0,0;10405,846154;10405,603837;70;1020;2020;70;1020;2020;0,0;35429,2603;0,0;10360,6208;10405,8462;;;;;4;;;;3;;;;4;;95;;;;3;;;;4;;;;3;;4;95;;;;;3;;;4;95;;;;;3
GUROBI;p16;600;0,06;0;1,0;10405,84615385;10405,84615385;70;1020;2020;70;1020;2020;8283,14294;31636,2697;8283,14294;10341,7494;10405,8462;0,0;;;2;6;;4;2;;;;2;6;;64;;4;2;;;;2;6;;4;2;;2;6;64;;4;;2;;;2;6;64;;4;;2;
CBC;p16;600;0,34;0;24;10405,84615384603;10405,84615384603;70;1020;2020;70;1020;2020;10370,802;12529,817;10370,802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p17;120;0,07;0;0,0;8145,2010197;8144,4643018;70;1020;2020;70;1020;2020;0,0;30817,9259;0,0;8144,4643;8145,201;;;;;13;;;;;;;;13;;68;;;;;;;;13;;;;;;13;68;;;;;;;;13;68;;;;;
GUROBI;p17;120;0,05;0;1,0;8144,738807767;8144,738807767;70;1020;2020;70;1020;2020;6354,755;26773,2697;6354,755;8110,12504;8144,73881;0,0;;;11;12;;1;2;;;;11;12;;50;;1;2;;;;11;12;;1;2;;11;12;50;;1;;2;;;11;12;50;;1;;2;
CBC;p17;120;0,06;0;0;8144,738807767434;8144,738807767434;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p17;300;0,08;0;0,0;8145,2010197;8144,4643018;70;1020;2020;70;1020;2020;0,0;30817,9259;0,0;8144,4643;8145,201;;;;;13;;;;;;;;13;;68;;;;;;;;13;;;;;;13;68;;;;;;;;13;68;;;;;
GUROBI;p17;300;0,05;0;1,0;8144,738807767;8144,738807767;70;1020;2020;70;1020;2020;6354,755;26773,2697;6354,755;8110,12504;8144,73881;0,0;;;11;12;;1;2;;;;11;12;;50;;1;2;;;;11;12;;1;2;;11;12;50;;1;;2;;;11;12;50;;1;;2;
CBC;p17;300;0,07;0;0;8144,738807767434;8144,738807767434;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p17;600;0,09;0;0,0;8145,2010197;8144,4643018;70;1020;2020;70;1020;2020;0,0;30817,9259;0,0;8144,4643;8145,201;;;;;13;;;;;;;;13;;68;;;;;;;;13;;;;;;13;68;;;;;;;;13;68;;;;;
GUROBI;p17;600;0,07;0;1,0;8144,738807767;8144,738807767;70;1020;2020;70;1020;2020;6354,755;26773,2697;6354,755;8110,12504;8144,73881;0,0;;;11;12;;1;2;;;;11;12;;50;;1;2;;;;11;12;;1;2;;11;12;50;;1;;2;;;11;12;50;;1;;2;
CBC;p17;600;0,06;0;0;8144,738807767434;8144,738807767434;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p18;120;0,13;0;0,0;7100,5816649;7100,5816649;70;1020;2020;70;1020;2020;0,0;27965,9259;0,0;7100,5817;7100,5817;0,12;;;;15;;2;;4;;;;15;;66;;2;;4;;;;15;;2;;4;;15;66;;2;;;4;;;15;66;;2;;;4
GUROBI;p18;120;0,04;0;1,0;7100,581664909;7100,581664909;70;1020;2020;70;1020;2020;5321,25;24036,2697;5321,25;7100,58166;7100,58166;0,0;;;12;14;;1;;;;;12;14;;55;;1;;;;;12;14;;1;;;12;14;55;;1;1;;;;12;14;55;;1;1;;
CBC;p18;120;0,04;0;0;7100,581664910276;7100,581664910276;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p18;300;0,04;0;0,0;7100,5816649;7100,5816649;70;1020;2020;70;1020;2020;0,0;27965,9259;0,0;7100,5817;7100,5817;0,04;;;;15;;2;;4;;;;15;;66;;2;;4;;;;15;;2;;4;;15;66;;2;;;4;;;15;66;;2;;;4
GUROBI;p18;300;0,03;0;1,0;7100,581664909;7100,581664909;70;1020;2020;70;1020;2020;5321,25;24036,2697;5321,25;7100,58166;7100,58166;0,0;;;12;14;;1;;;;;12;14;;55;;1;;;;;12;14;;1;;;12;14;55;;1;1;;;;12;14;55;;1;1;;
CBC;p18;300;0,04;0;0;7100,581664910276;7100,581664910276;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p18;600;0,04;0;0,0;7100,5816649;7100,5816649;70;1020;2020;70;1020;2020;0,0;27965,9259;0,0;7100,5817;7100,5817;0,04;;;;15;;2;;4;;;;15;;66;;2;;4;;;;15;;2;;4;;15;66;;2;;;4;;;15;66;;2;;;4
GUROBI;p18;600;0,04;0;1,0;7100,581664909;7100,581664909;70;1020;2020;70;1020;2020;5321,25;24036,2697;5321,25;7100,58166;7100,58166;0,0;;;12;14;;1;;;;;12;14;;55;;1;;;;;12;14;;1;;;12;14;55;;1;1;;;;12;14;55;;1;1;;
CBC;p18;600;0,04;0;0;7100,581664910276;7100,581664910276;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p19;120;0,12;0;0,0;8763,2483316;8763,2483316;70;1020;2020;53;612;1186;0,0;31965,9259;0,0;290,0;8763,2483;0,12;;;;6;;;;;;;;6;;40;;;;;;;;6;;;;;;6;40;;;;;;;;6;40;;;;;
GUROBI;p19;120;0,05;0;1,0;8763,248331576;8763,248331576;70;1020;2020;70;1020;2020;6748,75;27836,2697;6748,75;8763,24833;8763,24833;0,0;;;4;13;;1;;;;;4;13;;57;;1;;;;;4;13;;1;;;4;13;57;;1;2;;;;4;13;57;;1;2;;
CBC;p19;120;0,17;0;4;8763,248331576959;8763,248331576959;70;1020;2020;70;1020;2020;8762,2693;10266,865;8762,2693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p19;300;0,08;0;0,0;8763,2483316;8763,2483316;70;1020;2020;53;612;1186;0,0;31965,9259;0,0;290,0;8763,2483;0,08;;;;6;;;;;;;;6;;40;;;;;;;;6;;;;;;6;40;;;;;;;;6;40;;;;;
GUROBI;p19;300;0,04;0;1,0;8763,248331576;8763,248331576;70;1020;2020;70;1020;2020;6748,75;27836,2697;6748,75;8763,24833;8763,24833;0,0;;;4;13;;1;;;;;4;13;;57;;1;;;;;4;13;;1;;;4;13;57;;1;2;;;;4;13;57;;1;2;;
CBC;p19;300;0,16;0;4;8763,248331576959;8763,248331576959;70;1020;2020;70;1020;2020;8762,2693;10266,865;8762,2693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p19;600;0,08;0;0,0;8763,2483316;8763,2483316;70;1020;2020;53;612;1186;0,0;31965,9259;0,0;290,0;8763,2483;0,07;;;;6;;;;;;;;6;;40;;;;;;;;6;;;;;;6;40;;;;;;;;6;40;;;;;
GUROBI;p19;600;0,04;0;1,0;8763,248331576;8763,248331576;70;1020;2020;70;1020;2020;6748,75;27836,2697;6748,75;8763,24833;8763,24833;0,0;;;4;13;;1;;;;;4;13;;57;;1;;;;;4;13;;1;;;4;13;57;;1;2;;;;4;13;57;;1;2;;
CBC;p19;600;0,16;0;4;8763,248331576959;8763,248331576959;70;1020;2020;70;1020;2020;8762,2693;10266,865;8762,2693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p20;120;0,2;0;17,0;10363,248332;10363,248332;70;1020;2020;70;1020;2020;0,0;35965,9259;0,0;10340,0794;10363,2483;0,11;;;1;5;;;;3;;;1;5;;101;;;;3;;;1;5;;;;3;1;5;101;;;;;3;;1;5;101;;;;;3
GUROBI;p20;120;0,04;0;1,0;10363,24833158;10363,24833158;70;1020;2020;70;1020;2020;8176,25;31636,2697;8176,25;10363,2483;10363,2483;0,0;;;10;13;;1;4;;;;10;13;;53;;1;4;;;;10;13;;1;4;;10;13;53;;1;1;4;;;10;13;53;;1;1;4;
CBC;p20;120;0,19;0;6;10363,24833157696;10363,24833157696;70;1020;2020;70;1020;2020;10320,063;11232,176;10320,063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p20;300;0,19;0;17,0;10363,248332;10363,248332;70;1020;2020;70;1020;2020;0,0;35965,9259;0,0;10340,0794;10363,2483;0,17;;;1;5;;;;3;;;1;5;;101;;;;3;;;1;5;;;;3;1;5;101;;;;;3;;1;5;101;;;;;3
GUROBI;p20;300;0,05;0;1,0;10363,24833158;10363,24833158;70;1020;2020;70;1020;2020;8176,25;31636,2697;8176,25;10363,2483;10363,2483;0,0;;;10;13;;1;4;;;;10;13;;53;;1;4;;;;10;13;;1;4;;10;13;53;;1;1;4;;;10;13;53;;1;1;4;
CBC;p20;300;0,19;0;6;10363,24833157696;10363,24833157696;70;1020;2020;70;1020;2020;10320,063;11232,176;10320,063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p20;600;0,12;0;17,0;10363,248332;10363,248332;70;1020;2020;70;1020;2020;0,0;35965,9259;0,0;10340,0794;10363,2483;0,1;;;1;5;;;;3;;;1;5;;101;;;;3;;;1;5;;;;3;1;5;101;;;;;3;;1;5;101;;;;;3
GUROBI;p20;600;0,04;0;1,0;10363,24833158;10363,24833158;70;1020;2020;70;1020;2020;8176,25;31636,2697;8176,25;10363,2483;10363,2483;0,0;;;10;13;;1;4;;;;10;13;;53;;1;4;;;;10;13;;1;4;;10;13;53;;1;1;4;;;10;13;53;;1;1;4;
CBC;p20;600;0,18;0;6;10363,24833157696;10363,24833157696;70;1020;2020;70;1020;2020;10320,063;11232,176;10320,063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p21;120;0,04;0;0,0;8050,0754717;8050,0754717;70;1020;2020;70;1020;2020;0,0;31199,1857;0,0;8050,0755;8050,0755;0,04;;;;13;;5;;6;;;;13;;74;;5;;6;;;;13;;5;;6;;13;74;;5;;;6;;;13;74;;5;;;6
GUROBI;p21;120;0,04;0;1,0;8050,075471697;8050,075471697;70;1020;2020;70;1020;2020;5726,364;26773,2697;5726,364;8050,07547;8050,07547;0,0;;;6;13;;;4;;;;6;13;;54;;;4;;;;6;13;;;4;;6;13;54;;;;4;;;6;13;54;;;;4;
CBC;p21;120;0,03;0;0;8050,075471697958;8050,075471697958;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p21;300;0,04;0;0,0;8050,0754717;8050,0754717;70;1020;2020;70;1020;2020;0,0;31199,1857;0,0;8050,0755;8050,0755;0,04;;;;13;;5;;6;;;;13;;74;;5;;6;;;;13;;5;;6;;13;74;;5;;;6;;;13;74;;5;;;6
GUROBI;p21;300;0,04;0;1,0;8050,075471697;8050,075471697;70;1020;2020;70;1020;2020;5726,364;26773,2697;5726,364;8050,07547;8050,07547;0,0;;;6;13;;;4;;;;6;13;;54;;;4;;;;6;13;;;4;;6;13;54;;;;4;;;6;13;54;;;;4;
CBC;p21;300;0,03;0;0;8050,075471697958;8050,075471697958;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p21;600;0,04;0;0,0;8050,0754717;8050,0754717;70;1020;2020;70;1020;2020;0,0;31199,1857;0,0;8050,0755;8050,0755;0,04;;;;13;;5;;6;;;;13;;74;;5;;6;;;;13;;5;;6;;13;74;;5;;;6;;;13;74;;5;;;6
GUROBI;p21;600;0,04;0;1,0;8050,075471697;8050,075471697;70;1020;2020;70;1020;2020;5726,364;26773,2697;5726,364;8050,07547;8050,07547;0,0;;;6;13;;;4;;;;6;13;;54;;;4;;;;6;13;;;4;;6;13;54;;;;4;;;6;13;54;;;;4;
CBC;p21;600;0,03;0;0;8050,075471697958;8050,075471697958;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
